,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation,Fossil coal-derived gas
2015-08-09 20:00:00,-11.1,-10.2,8673.95,2031.85,4260.775,15589.45,7371.4,180.72500000000002,1936.475,3.0,136.625,2524.675,177.675,1205.45,34.525,3720.8,253.35,48824.5,44815.825,22.5,24.1,
2015-08-09 21:00:00,-12.95,-457.2,8684.7,2024.275,4277.475,16030.025,7232.575,180.6,2588.75,4.25,317.9,2499.3,182.625,1231.875,99.375,4999.375,0.6,49689.475000000006,44590.175,24.725,25.625,
2015-08-09 22:00:00,-101.75,-1208.0,8714.225,2015.6,4261.8,15997.25,7555.7,179.575,1319.275,4.675,267.825,2167.6,180.825,1232.625,169.225,5671.25,0.0,48672.35,42831.875,26.6,27.225,
2015-08-09 23:00:00,-163.8,-3912.3,8726.55,2002.025,4193.75,15826.6,7605.575,179.1,1253.75,4.725,215.075,1091.875,179.2,1228.575,245.39999999999998,5407.425,0.0,45597.75,39944.925,27.7,26.8,
2015-08-10 00:00:00,-1081.675,-3090.3,8767.6,2025.45,4182.525,16148.375,6931.775,178.775,1293.15,4.875,323.925,530.425,176.125,1235.75,305.65,4567.1,0.0,43187.9,38315.2,27.675,25.925,
2015-08-10 01:00:00,-2132.425,-2186.2,8778.95,2050.025,4155.35,16384.6,6241.1,178.95,1298.775,5.125,300.275,165.3,171.42499999999998,1221.575,335.45,4076.6,0.0,41450.725,37038.675,27.675,25.375,
2015-08-10 02:00:00,-2730.8,-2003.6,8804.0,2073.575,4149.625,16367.675,5829.6,178.7,1295.125,5.275,288.525,165.0,176.475,1223.375,305.05,3403.0,0.0,40491.275,36783.25,26.625,24.425,
2015-08-10 03:00:00,-3814.75,-1204.0,8814.275,2094.55,4126.45,16331.625,6298.225,179.1,1306.825,5.375,137.525,141.725,172.975,1211.8,246.975,3177.975,0.0,40399.8,36974.875,25.575,23.45,
2015-08-10 04:00:00,-3464.325,-271.1,8707.225,2115.675,4181.85,16326.775,6921.75,179.275,1349.175,5.425000000000001,119.35,127.2,179.875,1222.05,134.45,3456.9,0.1,41265.525,37674.075,25.6,23.525,
2015-08-10 05:00:00,-1862.525,-1070.1,8749.8,2114.2,4179.325,16384.275,9012.025,179.1,1361.75,5.475,238.025,219.525,183.35,1210.075,142.75,3428.35,5.075,44946.825,41370.7,23.75,22.6,
2015-08-10 06:00:00,-791.55,639.6,8859.4,2114.475,4176.1,16405.0,10968.8,179.275,1413.175,5.5,379.875,950.375,207.15,1209.775,112.7,3257.275,530.6750000000001,52141.399999999994,48240.75,21.35,22.3,
2015-08-10 07:00:00,-23.5,1074.9,8897.3,2106.8,4166.8,16723.7,12338.050000000001,179.45,1574.75,5.275,450.32500000000005,3029.35,220.22500000000002,1219.5,94.575,2597.0750000000003,2764.525,58285.925,52829.75,21.85,23.875,
2015-08-10 08:00:00,-0.225,229.3,8907.975,2117.95,4231.725,16921.0,13004.95,306.175,1695.0500000000002,4.75,444.275,4171.875,226.95,1224.775,62.125,1398.1,6275.3,62246.825,54511.275,24.225,26.525,
2015-08-10 09:00:00,-0.17500000000000002,-1907.6,8925.775,2106.0,4227.625,17183.375,13187.075,297.8,1884.675,4.55,461.175,4018.975,225.8,1218.35,111.375,699.4,10167.95,64515.575,53536.85,28.4,30.175,
2015-08-10 10:00:00,-2.35,-2862.4,8943.425,2088.1,4234.725,17265.475,13322.8,180.325,1909.75,3.4499999999999997,314.6,2555.65,242.55,1213.75,92.0,666.675,13974.4,66386.1,51653.025,33.025,34.0,
2015-08-10 11:00:00,-5.5,-4256.8,8947.15,2143.9,4188.525,16623.375,13796.075,180.65,1948.975,3.1500000000000004,287.475,1050.325,248.35,1213.925,48.0,954.65,16970.1,67706.65,49733.95,37.15,37.2,
2015-08-10 12:00:00,-156.925,-5304.6,8971.0,2172.425,4185.1,16777.725,14167.625,180.525,1875.65,2.975,223.0,455.025,242.6,1206.825,44.725,1445.8,18954.7,67097.55,46652.325,41.1,39.125,
2015-08-10 13:00:00,-222.175,-7482.9,9004.625,2185.8,4204.25,16135.7,14698.75,181.225,1814.95,2.8,292.1,350.05,243.89999999999998,1189.425,71.875,1706.95,19301.0,66235.275,45155.475,42.7,39.85,
2015-08-10 14:00:00,-110.175,-7522.2,9011.075,2218.525,4183.025,15647.85,14840.075,181.225,1711.3,3.05,357.35,527.325,240.825,1196.2,84.15,1711.35,18409.3,65156.275,44951.475,42.25,39.425,
2015-08-10 15:00:00,-90.125,-6446.1,9017.0,2222.15,4181.325000000001,15400.375,14868.15,181.25,1649.1750000000002,3.625,333.9,865.375,236.0,1181.275,81.975,1707.425,16116.125,64035.575,46130.0,39.325,37.475,
2015-08-10 16:00:00,-98.75,-6092.0,9024.9,2220.2,4146.625,15369.25,15375.975,181.25,1438.15,3.725,378.9,1649.675,222.89999999999998,1188.3,67.075,2042.125,12757.45,62583.15,47716.475000000006,35.375,34.35,
2015-08-10 17:00:00,-70.175,-2814.0,9032.95,2226.225,4146.575,15779.575,15512.85,181.0,1393.7,3.725,325.925,1146.175,201.25,1171.4,71.55,2863.825,8874.825,61693.4,49883.2,30.875,30.825000000000003,
2015-08-10 18:00:00,-112.25,-2166.0,9036.375,2225.75,4179.675,16439.55,15445.475,179.75,1357.125,3.8249999999999997,258.725,1730.775,192.72500000000002,1193.925,78.325,3862.05,4911.65,61198.125,52346.075,26.25,27.0,
2015-08-10 19:00:00,-10.575,-597.5,9053.65,2210.45,4200.925,16871.025,15535.45,179.35,1355.925,4.125,354.1,2469.175,190.475,1194.225,77.0,4400.75,1664.1,60429.825,54287.95,22.275,23.450000000000003,
2015-08-10 20:00:00,-15.5,-1595.6,9075.875,2191.325,4202.975,16989.95,15694.35,179.425,1346.5,4.5,358.95,1411.625,189.65,1175.15,102.875,4683.25,173.8,58290.4,53330.45,21.0,21.725,
2015-08-10 21:00:00,-97.67500000000001,-2386.4,9064.1,2174.325,4213.075,17106.7,15915.2,179.3,1340.825,4.9,337.65,1299.15,187.0,1205.1,107.2,5186.9,0.25,57002.75,51708.425,22.05,22.05,
2015-08-10 22:00:00,-768.875,-3460.0,9060.0,2168.775,4173.85,16750.35,15650.625,179.3,1132.125,5.05,286.8,948.225,185.25,1211.725,95.55,5632.925,0.0,53115.8,47387.35,24.3,22.825,
2015-08-10 23:00:00,-730.675,-5479.2,9075.875,2169.425,4148.6,16916.325,14331.325,179.05,1137.375,4.95,146.025,421.7,181.725,1207.025,117.475,5546.675,0.0,49606.275,43942.1,25.525,22.975,
2015-08-11 00:00:00,-2092.45,-5076.6,9077.35,2185.225,4115.4,17101.525,12783.525,179.15,1169.05,4.975,120.45,400.85,175.89999999999998,1231.775,130.2,5397.6,0.0,46269.875,40742.1,27.05,23.325,
2015-08-11 01:00:00,-2861.375,-4064.3,9034.975,2196.8,4102.925,17143.8,11728.125,179.575,1168.775,5.125,124.725,158.25,175.275,1204.975,137.45,5077.575,0.0,44857.2,39642.2,27.15,23.325,
2015-08-11 02:00:00,-4028.45,-3275.9,8814.575,2208.9,4087.675,17301.3,11471.0,179.95,1168.225,5.2,99.55000000000001,134.6,177.0,1215.125,197.0,5195.975,0.0,44150.875,38757.925,27.975,23.65,
2015-08-11 03:00:00,-4774.525,-2863.3,8819.025,2214.275,4066.875,17375.85,11100.975,179.675,1171.125,5.225,252.10000000000002,174.9,176.55,1228.3,266.025,4786.225,0.0,44216.775,39164.55,27.475,23.5,
2015-08-11 04:00:00,-3950.95,-2187.6,8958.8,2208.275,4080.2,17445.75,11364.275,179.625,1180.375,5.25,212.75,164.1,171.75,1218.325,314.2,4460.4,0.1,44977.325,40202.674999999996,26.325,22.825,
2015-08-11 05:00:00,-2881.05,-1405.4,9035.4,2202.675,4091.675,17546.725,12896.9,179.9,1200.475,5.25,240.475,111.57499999999999,178.1,1213.2,316.25,4192.7,4.325,47902.725,43389.45,24.2,21.775,
2015-08-11 06:00:00,-483.6,-818.2,9120.25,2207.875,4087.3,17585.975,15084.275000000001,179.475,1186.025,5.25,343.35,566.925,199.55,1205.25,193.625,3243.6,483.97499999999997,54057.475,50136.275,20.55,20.15,
2015-08-11 07:00:00,-56.225,40.7,9143.05,2215.525,4111.6,17622.274999999998,16063.225,179.625,1318.5,5.2,398.9,2549.275,216.8,1203.45,94.875,2199.475,2749.9249999999997,59897.35,54853.1,20.55,21.425,
2015-08-11 08:00:00,-0.9,-308.3,9141.8,2184.45,4170.025,17407.7,15940.225,179.525,1421.75,4.975,393.9,2621.175,234.625,1198.925,209.25,1227.0,6542.8,63836.4,55857.35,23.924999999999997,25.325,
2015-08-11 09:00:00,-152.325,-1903.4,9142.724999999999,2172.3500000000004,4208.55,16819.875,16349.275,179.35,1485.5,4.625,252.475,2125.9,244.525,1204.35,223.275,687.925,11164.075,65689.55,53614.275,29.3,29.975,
2015-08-11 10:00:00,-271.825,-4303.9,9125.55,2175.425,4196.875,16333.675,16482.3,179.275,1609.025,4.125,335.275,1381.675,247.5,1206.475,249.9,520.125,15741.225,68262.55,51751.3,34.8,34.725,
2015-08-11 11:00:00,-10.525,-5126.8,9106.525,2179.8,4192.025,15120.775,15952.575,183.25,1698.725,4.175,427.125,1030.675,256.075,1178.275,108.525,609.475,18962.45,69767.275,50086.774999999994,38.75,38.6,
2015-08-11 12:00:00,-5.675,-6987.5,9107.525,2184.925,4182.925,14978.7,15538.974999999999,195.4,1958.1,3.4,236.375,957.675,250.10000000000002,1171.925,51.65,862.425,20792.125,69330.85,47624.65,41.625,40.325,
2015-08-11 13:00:00,-7.074999999999999,-8194.8,9085.625,2198.675,4143.9,14690.8,15124.55,195.5,2120.7,3.525,379.85,794.475,248.4,1195.875,32.3,1327.975,21272.775,68382.45000000001,45749.475,43.7,41.525000000000006,
2015-08-11 14:00:00,-7.5,-9144.9,9072.55,2231.125,4144.2,14910.375,15327.775000000001,195.8,2310.0,4.4,330.575,583.575,246.925,1203.9,47.15,1764.75,20193.7,67801.35,45795.75,43.15,40.65,
2015-08-11 15:00:00,-240.5,-8062.9,9063.1,2266.2,4137.15,15096.425,14957.85,195.4,2269.575,4.275,377.075,420.225,244.1,1213.675,87.625,2353.225,18136.6,66021.375,45443.9,42.25,39.625,
2015-08-11 16:00:00,-363.475,-7989.5,9067.375,2279.925,4115.025,15365.05,15226.7,195.3,2180.125,3.675,315.95,457.225,229.0,1206.125,101.075,3064.675,14942.925,62413.075,44304.45,40.65,37.125,
2015-08-11 17:00:00,-618.975,-5650.6,9058.8,2281.775,4123.875,15600.1,15840.575,195.225,1561.025,2.625,333.325,681.45,220.45,1198.3,141.525,3718.6000000000004,10633.425,61870.5,47376.95,35.2,33.525,
2015-08-11 18:00:00,-218.3,-3675.8,9061.4,2277.075,4162.075,16401.95,15522.6,195.25,1202.525,2.7,243.02499999999998,1714.9250000000002,216.0,1201.7,175.325,4277.1,5862.724999999999,61307.65,50992.475000000006,28.625,28.825,
2015-08-11 19:00:00,-4.025,-1654.9,9071.925,2269.0,4175.95,16623.75,15294.65,195.3,1205.275,2.8249999999999997,327.875,2281.95,210.625,1182.65,141.35,4493.475,2072.575,60300.25,53592.85,23.25,24.45,
2015-08-11 20:00:00,-7.924999999999999,-682.3,9077.85,2249.35,4129.725,16630.8,15381.15,194.95,1198.8,3.95,386.725,2083.2,206.8,1163.075,182.425,4259.8,216.625,58252.575,53593.725,20.5,21.625,
2015-08-11 21:00:00,-53.6,-1386.9,9072.199999999999,2235.075,4147.425,16826.65,15717.675,195.175,1185.65,5.25,398.125,1738.45,207.35,1218.525,183.525,4796.05,0.325,57300.8,52320.975,21.5,21.9,
2015-08-11 22:00:00,-577.725,-4773.6,9073.975,2228.7,4142.725,16932.525,15897.7,195.5,1226.9,5.925000000000001,299.225,583.475,202.075,1225.225,209.55,4799.75,0.0,53747.675,48738.325,22.775,21.675,
2015-08-11 23:00:00,-977.2,-6290.8,9073.925,2223.0,4125.1,17088.9,16412.25,195.05,1223.575,6.1,229.775,254.39999999999998,196.525,1220.6,241.525,4628.8,0.0,49588.4,44718.025,24.225,21.1,
2015-08-12 00:00:00,-2682.2,-4506.9,9082.275,2223.3,4117.75,16930.45,14258.375,195.275,1070.7,6.25,151.82500000000002,106.1,186.75,1237.9,225.32500000000002,4256.65,0.0,46335.275,41853.3,24.9,21.375,
2015-08-12 01:00:00,-2216.675,-5117.9,9088.1,2224.025,4120.725,16932.725,13024.975,194.42499999999998,1072.95,6.35,131.05,44.4,175.5,1238.6499999999999,132.425,3919.45,0.0,44642.675,40590.825,24.85,21.225,
2015-08-12 02:00:00,-3746.775,-3469.0,9099.475,2231.825,4075.575,16918.925,12651.05,194.925,1075.4,6.3,100.125,36.95,179.875,1211.35,133.525,3517.4,0.0,43788.1,40137.175,24.25,20.625,
2015-08-12 03:00:00,-4384.875,-2626.3,9106.925,2241.125,4086.625,16946.65,12441.225,194.9,1073.2,6.4,87.575,13.7,185.55,1225.25,149.6,3187.7,0.0,43775.3,40438.025,23.55,20.25,
2015-08-12 04:00:00,-3895.875,-2142.9,9115.025000000001,2235.075,4117.1,17249.975,12363.9,195.4,1091.5249999999999,6.4,78.1,10.575,183.25,1228.25,164.675,3170.125,0.1,44808.875,41473.95,23.05,20.15,
2015-08-12 05:00:00,-2425.55,-988.7,9123.35,2228.3,4109.975,17328.15,13373.825,195.0,1102.3,6.25,153.425,100.325,187.725,1254.75,156.55,2970.4,3.525,47936.35,44805.925,21.275,19.525,
2015-08-12 06:00:00,-628.725,-1042.4,9126.15,2219.4,4148.4,17397.725,15743.875,195.075,1177.05,6.275,293.5,563.7750000000001,197.9,1169.775,230.65,2750.675,455.525,54628.5,51191.65,19.475,19.3,
2015-08-12 07:00:00,-208.57500000000002,612.1,9127.25,2194.275,4189.75,17489.325,17402.075,195.575,1446.45,6.0,362.15,1348.575,215.45,1142.175,340.9,2219.8,2721.25,60352.05,55070.125,20.775,21.225,
2015-08-12 08:00:00,-0.35000000000000003,-1936.2,9133.4,2177.4,4186.925,17330.7,17285.4,195.825,1632.55,4.825,471.65,2860.975,223.825,1150.95,357.825,1381.525,6500.925,64143.75,55903.5,24.325,25.125,
2015-08-12 09:00:00,-16.4,-3231.9,9121.625,2168.775,4145.875,16632.1,17200.225,196.325,2153.2,4.375,318.325,1751.6999999999998,247.025,1171.35,372.05,1190.7,10905.775000000001,65438.2,52969.649999999994,29.95,29.825,
2015-08-12 10:00:00,-0.4,-5408.5,9116.35,2167.6,4119.325,16410.6,16507.575,195.55,3034.25,4.125,212.525,859.05,245.8,1214.9,258.15,1219.85,14886.725,66960.25,50595.475,34.975,33.625,
2015-08-12 11:00:00,-522.975,-6158.7,9109.025,2169.75,4150.775000000001,15734.225,16651.65,196.5,3086.325,3.875,226.275,770.175,249.25,1094.525,158.625,1357.475,17926.4,68515.35,49072.85,38.65,36.725,
2015-08-12 12:00:00,-266.925,-8372.3,9096.95,2165.9,4169.425,15126.325,16481.3,196.75,3073.775,3.65,184.275,929.5250000000001,247.475,1087.525,157.775,1662.75,19730.6,67912.8,46361.725,42.05,38.925,
2015-08-12 13:00:00,-321.525,-8264.8,9088.724999999999,2167.45,4149.775,15007.925,16645.35,196.275,3073.175,3.9,334.725,584.125,248.65,1091.825,126.425,1933.325,19743.475,66843.675,45040.425,43.325,39.25,
2015-08-12 14:00:00,-635.4250000000001,-8992.0,9079.05,2158.6,4156.925,15050.15,16694.15,197.125,2910.025,4.0,347.975,703.825,244.35000000000002,1078.9,117.525,2101.2,18581.8,65552.525,44752.025,42.650000000000006,38.45,
2015-08-12 15:00:00,-212.825,-9570.9,9054.1,2162.55,4173.2,16293.125,16818.725,194.3,1495.525,4.1,309.925,848.675,222.8,1091.55,141.35,2382.8,16406.825,64074.100000000006,45143.075,40.675,36.85,
2015-08-12 16:00:00,-496.75,-7129.7,9065.225,2182.0,4187.75,15898.675,17106.775,193.975,1202.3,3.275,390.425,777.65,210.55,1098.9,201.975,2586.25,13311.325,63033.950000000004,46934.35,37.05,34.525,
2015-08-12 17:00:00,-65.225,-4729.1,9050.975,2164.775,4200.2,17003.5,16859.9,193.15,1171.575,2.75,397.35,1896.7,203.025,1092.65,201.27499999999998,2938.875,9278.275,62908.1,50489.649999999994,31.275,30.375,
2015-08-12 18:00:00,-60.85,-3173.4,9056.125,2174.15,4217.45,17131.8,17258.375,193.425,1123.3500000000001,2.5,231.55,2100.05,205.525,1102.25,229.125,3370.4,4993.7,62365.7,53772.475,25.2,25.6,
2015-08-12 19:00:00,-46.15,-1540.3,9044.675,2161.825,4220.55,17296.449999999997,17747.95,193.75,1074.25,2.375,254.55,2784.0,198.225,1094.575,305.725,3570.4750000000004,1807.5749999999998,60935.2,55251.425,21.025,21.725,
2015-08-12 20:00:00,-13.825,-886.9,9059.525,2147.6,4192.3,17024.05,17254.05,193.45,1072.85,2.575,411.275,1511.95,201.75,1088.35,380.0,3607.625,233.3,58876.4,54655.5,19.474999999999998,20.15,
2015-08-12 21:00:00,-32.825,-2344.1,9066.474999999999,2131.4,4160.025,17069.375,17310.3,193.79999999999998,1047.05,3.4499999999999997,357.225,1455.2749999999999,200.4,1108.275,472.175,4294.075,0.45,57876.325,53109.575,20.6,20.75,
2015-08-12 22:00:00,-585.7,-4708.2,9085.875,2130.3,4145.625,16994.225,17383.175,194.175,1050.575,5.025,123.35,1129.35,202.375,1113.0,556.35,4861.025,0.0,54253.975,48836.575,22.725,21.3,
2015-08-12 23:00:00,-885.45,-7093.4,9092.75,2124.475,4131.650000000001,17173.875,16021.175,193.85,1051.425,5.275,387.875,840.875,196.075,1111.475,646.3,4811.2,0.0,50057.55,44600.05,25.175,22.125,
2015-08-13 00:00:00,-1791.875,-5987.5,9091.625,2103.325,4093.05,17037.6,14498.625,193.625,1260.575,5.375,288.9,273.7,172.10000000000002,798.275,775.025,4593.175,0.0,47136.65,41768.475,25.925,22.25,
2015-08-13 01:00:00,-2641.975,-4799.8,9106.375,2102.725,4117.4,17156.125,12843.75,193.725,1260.925,5.275,127.65,208.725,169.975,833.225,778.925,4763.275,0.0,45411.525,39869.325,27.05,22.975,
2015-08-13 02:00:00,-3534.325,-4229.7,9175.25,2116.45,4120.35,17220.2,11290.3,193.825,1262.9,5.35,84.05,73.6,172.5,819.575,831.6,4984.175,0.0,44127.35,38311.575,28.35,23.925,
2015-08-13 03:00:00,-4237.05,-3180.6,9424.075,2112.625,4072.025,17257.475,10670.275,193.39999999999998,1262.325,5.725,209.225,184.125,173.72500000000002,831.725,934.125,5005.85,0.0,44215.35,38275.375,28.75,24.375,
2015-08-13 04:00:00,-4537.25,-2689.8,9479.875,2112.3,4084.525,17278.85,10683.85,193.075,1269.725,5.8,63.775,125.2,175.4,826.6,1157.4,5195.325,0.1,45065.0,38712.15,28.825,24.725,
2015-08-13 05:00:00,-2547.6,-2882.4,9730.725,2111.45,4120.825,17641.925,11680.825,193.175,1269.6,5.85,136.075,176.125,179.2,820.2,1231.6,5578.875,2.55,48412.75,41599.75,28.0,24.775,
2015-08-13 06:00:00,-805.65,-3836.9,9839.625,2105.075,4135.35,17469.95,15020.525,193.225,1294.25,5.875,176.925,276.1,187.175,837.35,1264.65,5875.675,442.07500000000005,54855.25,47272.825000000004,26.225,24.425,
2015-08-13 07:00:00,-95.1,-4399.3,9855.725,2116.375,4167.225,17498.8,17029.575,193.275,1397.25,5.675,269.125,1418.675,209.025,826.5999999999999,1207.9,5141.15,2897.825,60302.0,51055.125,26.825,25.75,
2015-08-13 08:00:00,-153.25,-4494.1,9940.875,2116.9,4188.275,16839.2,17256.875,193.3,1628.3,5.15,131.35,1164.9,233.15,835.525,1062.45,4120.275,7207.349999999999,63432.725,51042.65,30.25,29.2,
2015-08-13 09:00:00,-564.65,-6826.6,10082.325,2109.95,4178.95,16152.125,15684.075,193.05,2483.55,4.675,52.25,1284.95,256.725,832.9,959.875,3762.45,12414.475,64919.35,47782.525,36.75,34.45,
2015-08-13 10:00:00,-649.45,-8834.5,10092.025,2111.525,4184.825,14831.1,15198.525,193.075,3229.05,4.075,106.525,499.825,254.27499999999998,837.025,903.525,3706.175,17512.425,66202.9,44080.75,43.65,39.475,
2015-08-13 11:00:00,-260.45,-10254.1,10070.075,2118.9,4183.95,14662.6,13937.6,192.925,3226.425,3.8,55.55,504.575,241.92499999999998,830.1,852.2249999999999,3832.325,21218.225,67852.2,41949.45,48.075,43.275,
2015-08-13 12:00:00,-493.15,-12126.9,10017.375,2138.375,4185.175,14607.95,13598.675,193.35,3216.8,3.55,56.025,323.025,238.475,821.8,977.025,4355.200000000001,23289.85,67237.125,38615.05,52.6,45.525,
2015-08-13 13:00:00,-619.725,-13299.6,9852.475,2155.175,4162.0,15032.05,13110.225,193.2,3218.35,3.45,65.275,302.55,245.5,813.525,1102.275,5152.5,23641.05,67033.875,37138.049999999996,54.675,46.525,
2015-08-13 14:00:00,-580.75,-13868.1,9877.0,2157.225,4153.375,14777.325,12809.625,193.25,3121.45,3.3249999999999997,97.225,343.3,244.25,820.35,1184.725,5863.175,22361.2,66119.875,36710.8,54.75,46.599999999999994,
2015-08-13 15:00:00,-283.425,-13608.4,9668.425,2125.525,4128.45,14558.875,12794.575,191.5,3010.325,3.3,120.325,539.175,227.75,821.225,1298.35,6569.375,19871.05,65316.325,37577.55,52.8,45.75,
2015-08-13 16:00:00,-510.47499999999997,-10554.2,9689.05,2103.75,4116.45,14742.65,12673.225,193.4,2921.95,3.3,107.5,313.95,201.925,818.375,1492.225,7591.725,15875.125,63803.85,38844.75,49.6,43.65,
2015-08-13 17:00:00,-233.775,-11148.1,9654.375,2097.05,4163.725,15837.225,14072.025,193.3,2907.5,3.3,146.825,770.675,191.67499999999998,810.75,1807.0,8861.425,10912.65,63294.85,41713.8,44.775,39.575,
2015-08-13 18:00:00,-177.375,-8692.8,9581.325,2093.95,4191.925,16158.575,15452.875,193.975,2565.975,3.3,105.55000000000001,1435.8,187.45,808.05,1972.475,9782.375,5794.175,62382.1,44833.05,38.975,35.25,
2015-08-13 19:00:00,-0.2,-7590.4,9583.05,2074.0,4207.925,16422.6,16027.775,194.425,2331.825,3.475,121.1,2202.875,188.1,807.65,2049.7,9627.95,1880.7250000000001,61349.125,47790.75,33.125,31.025,
2015-08-13 20:00:00,-1.425,-7329.9,9671.35,2063.35,4201.8,16721.275,15970.075,194.95,1567.55,3.8,129.725,1649.475,191.05,808.725,2094.525,9746.65,172.275,59398.0,47384.55,31.6,29.575,
2015-08-13 21:00:00,-115.875,-7872.7,9699.9,2057.4,4192.825,16459.375,15576.725,192.6,1187.25,4.175,127.9,1135.35,193.07500000000002,815.225,2086.6000000000004,10721.375,0.2,58606.85,45798.7,33.375,30.9,
2015-08-13 22:00:00,-133.525,-9410.5,9748.675,2042.375,4211.025,16444.025,13230.175,194.875,1189.225,4.725,82.1,798.675,189.5,787.075,2149.15,11289.1,0.0,55057.975,41619.7,36.575,32.725,
2015-08-13 23:00:00,-989.225,-10661.4,9750.9,2015.6750000000002,4198.75,16540.825,10592.25,194.375,1193.2,4.825,175.275,260.675,179.04999999999998,772.3000000000001,2244.3,12000.15,0.0,50804.625,36560.175,41.325,35.075,
2015-08-14 00:00:00,-2408.775,-8971.3,9740.65,2004.85,4174.5,16118.8,8926.375,194.65,1224.725,4.9,165.65,89.975,160.75,814.2,2412.75,13135.25,0.0,46873.175,31325.175,47.525,37.675,
2015-08-14 01:00:00,-2295.725,-10330.2,9665.825,1992.375,4152.05,15811.175,7916.7,194.9,1225.475,4.775,110.65,235.0,163.32500000000002,795.075,2431.175,13230.7,0.0,45296.6,29634.775,49.199999999999996,38.6,
2015-08-14 02:00:00,-1901.425,-9674.1,9722.575,1990.925,4134.325,15909.875,7502.2,195.5,1227.45,4.65,219.07500000000002,415.85,167.8,812.7,2365.925,11899.05,0.0,44491.125,30226.15,47.150000000000006,37.35,
2015-08-14 03:00:00,-2908.15,-9348.6,9796.55,1996.0,4125.5,16101.025,7853.25,194.95,1228.7,4.75,96.6,611.575,179.975,768.225,2262.325,10735.0,0.0,44940.05,31942.725,43.55,35.35,
2015-08-14 04:00:00,-3229.25,-7312.1,9866.225,2024.675,4176.525,16089.6,8475.225,195.25,1234.9,4.8,220.85000000000002,430.3,184.6,799.1,2086.95,9539.25,0.1,45829.625,34203.3,40.175,33.525,
2015-08-14 05:00:00,-1675.2,-7189.0,9880.45,2039.425,4154.45,16008.65,11013.65,195.15,1236.7,4.925000000000001,120.35000000000001,521.8249999999999,188.57500000000002,768.775,2038.9499999999998,8857.9,2.5,49039.2,38139.825,35.849999999999994,31.075,
2015-08-14 06:00:00,-688.6,-5993.6,9885.5,2055.175,4152.75,16413.575,13664.625,194.225,1266.775,5.0,94.8,660.275,197.075,777.55,2000.4,8284.975,439.05,55289.225,44564.75,31.475,29.225,
2015-08-14 07:00:00,-153.05,-4973.8,9889.6,2085.4750000000004,4206.150000000001,16517.05,14562.625,194.4,1303.65,4.9,260.47499999999997,1344.15,213.825,769.125,2236.5,7209.65,2629.3,60788.65,48713.175,31.2,30.55,
2015-08-14 08:00:00,-155.35,-4990.2,9886.5,2086.175,4267.475,16492.449999999997,14248.8,194.6,1500.125,4.65,327.3,1621.775,222.325,808.4250000000001,2188.45,6344.625,6185.425,63969.925,49251.45,34.025,33.6,
2015-08-14 09:00:00,-397.07500000000005,-5419.9,9985.25,2091.4,4254.775,15983.575,13746.225,194.95,1614.175,4.525,302.825,667.725,237.95,804.3499999999999,1985.225,5901.925,10561.15,65292.275,46843.975,39.025,37.6,
2015-08-14 10:00:00,-499.3,-7034.7,9949.375,2078.95,4229.8,15583.625,14017.975,194.675,1693.1,4.4,282.0,397.9,241.725,793.8000000000001,1794.1,5765.299999999999,14734.2,66858.775,44565.175,43.725,40.975,
2015-08-14 11:00:00,-149.7,-8346.8,9849.35,2088.05,4223.525,14849.575,13536.85,194.925,1675.225,4.2,331.5,456.90000000000003,240.625,794.65,1685.475,5899.55,17860.725,67888.225,42442.5,47.8,44.325,
2015-08-14 12:00:00,-840.3,-9605.0,9836.9,2110.7,4209.55,14858.65,13020.425,194.975,1736.45,3.9749999999999996,178.925,231.0,239.25,786.3,1352.275,6269.475,19516.075,67130.375,39992.525,50.65,45.725,
2015-08-14 13:00:00,-2041.775,-9000.9,9851.45,2113.9500000000003,4170.675,14459.800000000001,12809.35,194.4,1820.125,4.425,185.225,165.925,230.275,785.775,1329.95,6373.775,19647.35,65737.0,38385.95,52.0,46.225,
2015-08-14 14:00:00,-828.0749999999999,-10553.6,9839.05,2114.65,4178.6,14026.225,12646.75,194.625,1831.175,4.875,260.4,219.9,226.9,785.425,1307.05,6228.925,18388.575,64376.0,38451.425,51.0,45.575,
2015-08-14 15:00:00,-602.4,-9140.9,9819.875,2102.075,4130.35,14074.15,12608.175,195.525,1560.6,3.55,274.9,335.40000000000003,223.8,786.3,1242.525,5692.05,15582.15,62999.125,40482.375,46.625,42.975,
2015-08-14 16:00:00,-226.35,-7773.2,9817.75,2105.025,4156.1,14336.3,13292.475,195.92499999999998,1674.625,3.65,228.2,724.6,210.6,782.55,1051.925,5347.0,11421.8,61445.975000000006,43625.275,40.15,38.125,
2015-08-14 17:00:00,-32.224999999999994,-6217.6,10083.225,2104.55,4172.15,14951.525,13975.0,195.05,2368.475,4.875,161.475,1150.75,194.9,798.325,845.7750000000001,5458.75,6957.525,60553.775,47291.75,33.125,32.25,
