,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation,Fossil coal-derived gas
2015-01-01 01:00:00,-520.35,-9314.1,11748.3,1520.175,4655.625,15992.95,3298.1,174.175,2350.95,9.025,88.175,409.2,293.4,580.625,520.75,9028.800000000001,0.0,43833.075,34283.525,36.7,32.0,
2015-01-01 02:00:00,-984.6,-9403.2,11684.55,1509.225,4690.4,15466.5,3123.525,172.725,2186.5,9.0,55.875,255.825,315.6,567.475,519.0,9190.925,0.0,42322.125,32612.2,38.35,32.8,
2015-01-01 03:00:00,-1372.9,-9528.9,11686.425,1504.725,4712.975,14691.3,3281.675,173.2,2216.65,9.05,43.300000000000004,169.625,276.1,597.45,522.5,9135.85,0.0,40965.9,31307.525,39.525,33.175,
2015-01-01 04:00:00,-1777.5,-9785.1,11617.0,1497.625,4713.075,14733.15,3452.5249999999996,174.275,2243.85,9.05,38.85,123.32499999999999,266.475,596.2,524.575,9223.2,0.05,40283.575,30535.7,40.4,33.15,
2015-01-01 05:00:00,-2396.3,-9222.7,11334.675,1492.05,4705.625,14064.55,3110.8,174.9,2297.3,9.05,39.325,141.4,266.875,585.975,524.3499999999999,9561.8,0.2,39621.65,29535.325,41.875,34.475,
2015-01-01 06:00:00,-2837.15,-9433.9,10914.725,1490.3,4692.05,12947.05,3328.925,174.725,2344.4,9.1,44.725,29.875,275.05,577.55,526.075,10078.7,0.2,38195.25,27590.325,44.775,36.075,
2015-01-01 07:00:00,-2850.8500000000004,-9357.8,10634.675,1484.35,4678.725,12590.775,3494.25,174.725,2365.6,9.1,50.75,20.475,312.125,588.475,525.4,10584.2,0.275,38488.525,27378.625,45.75,37.075,
2015-01-01 08:00:00,-2734.625,-9426.6,10857.65,1483.875,4686.85,12948.3,3549.275,174.65,2398.4,9.1,14.65,12.475,316.125,566.125,530.275,10573.35,53.975,39194.175,28036.6,44.925,36.575,
2015-01-01 09:00:00,-2128.325,-9223.4,10661.2,1495.55,4713.325,13359.325,3347.3,174.2,2406.5,8.675,12.625,12.35,324.675,572.625,532.5,10642.45,743.05,41783.775,29865.75,44.05,37.55,
2015-01-01 10:00:00,-1684.65,-9512.0,10684.5,1504.375,4714.925,13285.975,3586.675,174.52499999999998,2398.05,5.875,7.05,50.65,327.225,572.575,530.275,11046.85,2040.025,44625.75,31008.625,45.05,39.5,
2015-01-01 11:00:00,-715.2,-9470.5,10543.325,1516.8,4722.1,12996.25,3727.925,174.65,2366.925,5.8,22.675,372.15000000000003,338.525,613.4,532.35,11570.125,3398.1,47587.275,32086.725,46.3,41.975,
2015-01-01 12:00:00,-822.175,-9742.1,10723.6,1520.25,4725.25,13010.45,4120.325,174.525,2360.5,5.8,13.725000000000001,309.35,330.9,638.35,532.25,12142.525,4015.45,48859.35,32169.15,47.575,42.824999999999996,
2015-01-01 13:00:00,-810.675,-10188.9,11077.55,1512.75,4717.95,12961.625,3941.675,176.27499999999998,2386.025,7.575,7.375,270.05,330.09999999999997,634.2750000000001,532.175,12448.35,3505.5,47970.0,31483.975,47.975,42.425,
2015-01-01 14:00:00,-542.875,-10479.9,11475.05,1508.475,4718.775,13174.325,3736.275,178.6,2404.3,9.375,50.125,695.9,330.525,630.35,528.95,12197.3,2145.8,47223.525,32351.475,45.425,40.375,
2015-01-01 15:00:00,-215.025,-10848.7,11730.775,1504.875,4696.175,13973.375,3486.15,182.45,2617.725,8.825,37.75,1264.0,334.425,667.05,528.475,12353.45,675.75,47196.75,33639.1,42.599999999999994,38.075,
2015-01-01 16:00:00,-521.525,-9690.0,11663.975,1500.575,4694.95,15321.75,3743.475,183.25,2930.375,5.775,28.375,1153.425,333.0,578.6500000000001,528.6,13886.775,54.025,49557.25,35087.775,42.3,37.775,
2015-01-01 17:00:00,-295.75,-8672.4,11718.225,1500.45,4679.4,15619.35,3939.975,182.4,3223.975,5.975,49.3,2107.0,287.0,602.6,528.775,15780.3,0.15000000000000002,54048.35,37739.125,42.2,39.25,
2015-01-01 18:00:00,-503.1,-7529.0,11583.375,1499.375,4676.675,14911.75,3773.3,182.65,3066.3999999999996,8.75,48.0,1890.475,289.2,656.075,528.4,17209.0,0.125,54735.4,36997.825,44.325,41.525,
2015-01-01 19:00:00,-319.6,-8167.7,11510.725,1470.775,4679.475,14089.3,3493.875,182.2,3035.15,9.925,56.55,1520.95,303.3,667.3,527.975,18136.75,0.17500000000000002,54067.425,35402.55,46.55,43.275,
2015-01-01 20:00:00,-360.275,-9235.2,10960.525,1472.125,4672.375,12907.650000000001,3422.25,182.45,3265.1499999999996,9.925,106.725,1076.825,303.475,679.05,526.725,19099.375,0.15000000000000002,51819.625,32193.275,50.575,45.475,
2015-01-01 21:00:00,-619.7,-9232.1,10427.7,1468.725,4645.225,11779.025,3378.9,182.15,3256.625,9.875,126.05,344.5,307.225,661.2,525.675,20049.375,0.17500000000000002,50572.575,29997.4,53.6,47.725,
2015-01-01 22:00:00,-422.575,-9347.0,10331.35,1477.475,4651.15,10885.1,3224.0,182.25,3575.4750000000004,9.850000000000001,104.275,915.65,314.275,647.0,524.05,20450.125,0.0,50550.275,29576.125,54.425,48.8,
2015-01-01 23:00:00,-1128.2,-9759.1,9586.0,1473.8249999999998,4650.3,10293.275,3098.9750000000004,182.75,3274.425,9.9,97.425,145.175,327.95,590.925,498.175,21288.975,0.0,47841.8,26054.65,59.15,51.075,
2015-01-02 00:00:00,-2678.75,-7917.4,8652.45,1464.675,4645.075000000001,9431.175,3121.65,181.75,3165.1,9.8,71.925,61.9,335.8,980.575,306.92499999999995,21950.075,0.0,44812.3,22555.275,64.475,53.2,
2015-01-02 01:00:00,-3993.6,-8640.6,7574.7,1458.9,4631.6,9407.9,3070.35,181.525,3045.575,9.75,82.425,52.575,354.3,967.075,280.425,22732.175,0.0,42986.425,19973.825,68.925,55.1,
2015-01-02 02:00:00,-3848.45,-9227.5,7074.775,1452.175,4630.2,9413.575,2769.7,181.925,3033.575,9.725,79.375,61.95,346.90000000000003,961.55,286.225,23405.324999999997,0.0,42126.7,18435.175,71.925,56.5,
2015-01-02 03:00:00,-3767.3,-9402.3,6853.35,1454.475,4630.875,9149.0,2675.2,183.75,3025.45,9.775,87.44999999999999,83.15,346.1,991.7,329.85,24204.225,0.0,42102.7,17568.65,74.0,57.775,
2015-01-02 04:00:00,-3566.875,-9110.4,6680.5,1448.325,4614.1,8766.025,2943.525,183.525,3051.575,9.825000000000001,84.45,68.55000000000001,346.90000000000003,989.1,339.55,24927.45,0.1,42826.5,17559.4,74.4,58.6,
2015-01-02 05:00:00,-3874.5,-9242.7,7163.575,1451.075,4602.275,8969.325,3375.0,183.425,3125.375,9.8,62.175,55.574999999999996,351.5,970.8,393.85,25154.925,0.2,44181.1,18632.1,72.675,57.5,
2015-01-02 06:00:00,-2984.15,-9124.6,7886.400000000001,1482.05,4593.15,9152.199999999999,3856.725,183.54999999999998,3209.3,9.850000000000001,53.775000000000006,58.225,349.925,977.075,503.075,25456.35,0.2,46695.225,20735.625,69.725,56.375,
2015-01-02 07:00:00,-1119.275,-9678.0,8558.35,1479.525,4614.2,9310.65,4575.65,184.1,3384.675,9.9,62.875,390.2,360.575,972.575,502.725,25316.4,0.25,51243.05,25423.65,63.3,54.65,
2015-01-02 08:00:00,-858.425,-10177.7,9728.425,1471.975,4634.675,10425.525,5508.2,183.975,3448.1,9.75,34.75,667.3,360.575,969.8499999999999,483.95000000000005,25584.425,44.925,55123.625,29010.3,59.325,52.0,
2015-01-02 09:00:00,-204.0,-10365.0,10395.8,1458.35,4618.95,11450.2,5812.075,183.575,3467.75,9.25,9.025,1382.325,360.55,940.9,371.6,25308.2,271.525,58275.525,32324.225000000002,55.725,50.225,
2015-01-02 10:00:00,-158.65,-10468.3,10700.9,1457.3,4612.05,12399.099999999999,5927.7,183.3,3500.825,8.875,9.25,1674.825,361.275,970.025,411.325,24993.45,739.575,60212.975,34068.65,54.25,49.275,
2015-01-02 11:00:00,-129.425,-10305.8,10843.35,1463.725,4602.275,12900.5,5978.775,183.15,3561.0249999999996,8.725,21.5,1637.8000000000002,358.95,977.8,423.925,25016.125,1323.85,61729.625,34965.725,53.925,49.225,
2015-01-02 12:00:00,-135.075,-10139.0,10848.825,1452.825,4634.025,13174.425000000001,6006.625,184.075,3522.95,8.625,23.825,1101.275,356.075,954.15,419.175,25001.375,1764.675,61971.925,34786.675,54.45,49.35,
2015-01-02 13:00:00,-166.65,-10098.8,10876.275,1445.5,4641.725,12412.625,5726.075,184.55,3478.8,8.1,22.575,1034.0,349.6,963.0,436.125,24945.525,1847.675,60886.9,33657.575,55.5,50.175,
2015-01-02 14:00:00,-394.3,-9846.2,10795.8,1468.2,4643.975,12272.925,5413.65,184.725,3494.275,5.375,22.525,1314.425,352.65000000000003,980.875,490.375,24649.6,1272.5,59701.125,33288.65,55.25,49.975,
2015-01-02 15:00:00,-549.525,-9796.6,10816.9,1469.375,4626.525,13223.75,5581.525,184.875,3530.425,5.4,21.375,936.3,356.525,928.625,494.025,24498.675,482.925,58996.95,33521.375,54.25,48.35,
2015-01-02 16:00:00,-935.225,-9858.2,11063.9,1467.425,4621.625,13804.875,5949.475,184.025,3506.325,6.375,34.55,2362.775,347.5,943.3,498.175,24364.025,48.7,60411.65,35500.75,52.1,47.05,
2015-01-02 17:00:00,-405.675,-8577.8,11268.375,1476.95,4647.8,14243.575,6148.85,184.275,3640.0,8.5,37.625,2801.975,346.15,969.75,496.45,23882.425,0.15000000000000002,63411.8,39032.775,48.85,46.0,
2015-01-02 18:00:00,-443.1,-8631.5,11354.175,1477.025,4649.575,14036.025,6001.05,184.375,3607.85,8.95,49.15,2599.075,337.375,978.275,480.0,24875.8,0.1,63738.5,38382.55,50.15,47.0,
2015-01-02 19:00:00,-445.45,-8814.0,11341.825,1483.575,4647.6,13520.25,5682.875,184.15,3571.225,8.875,55.325,1789.5,337.9,971.2,506.75,24943.4,0.1,61980.5,36530.225,51.775000000000006,47.7,
2015-01-02 20:00:00,-373.925,-9247.9,11169.5,1484.8,4645.25,11371.75,5291.35,184.1,3517.775,8.850000000000001,85.025,1294.0,337.92499999999995,982.275,516.35,24379.975,0.17500000000000002,58074.2,33177.75,54.35,49.325,
2015-01-02 21:00:00,-972.975,-8358.1,10622.65,1518.55,4648.6,10366.95,5373.75,184.05,3434.75,8.9,50.375,266.7,334.725,990.925,480.92499999999995,24144.525,0.15000000000000002,55612.625,30987.025,56.275,50.35,
2015-01-02 22:00:00,-1297.1,-8038.1,10257.9,1536.55,4637.075,10108.95,5484.825,184.125,3261.1,8.925,59.925,252.225,333.0,986.725,506.825,23795.575,0.0,53939.2,29636.825,57.575,50.7,
2015-01-02 23:00:00,-1948.775,-7761.0,8954.275,1544.675,4624.8,9301.775,5015.45,183.4,3214.175,8.95,81.025,234.60000000000002,327.0,991.3,479.675,23774.699999999997,0.0,48161.125,23906.75,64.30000000000001,52.925,
2015-01-03 00:00:00,-2733.85,-7422.2,8600.475,1537.425,4606.75,8641.125,3879.7,185.775,3078.775,8.9,73.27499999999999,138.6,327.475,1020.725,513.7,23289.399999999998,0.0,44611.425,20808.3,68.375,54.675,
2015-01-03 01:00:00,-2861.5,-8395.3,8475.8,1539.825,4600.85,8581.775,3279.7,190.325,3346.5,8.95,74.225,27.675,339.025,1028.525,513.55,22543.75,0.0,42284.675,19227.375,70.35,54.55,
2015-01-03 02:00:00,-3040.2,-8382.9,8471.925,1548.5,4593.05,8654.1,2809.675,190.75,3341.575,9.025,100.275,232.375,336.65,1105.775,517.275,21452.575,0.0,40889.125,18919.25,70.225,54.025,
2015-01-03 03:00:00,-3464.925,-8176.6,9189.900000000001,1547.625,4585.2,8552.15,2711.275,191.8,2965.725,9.125,117.775,577.5,334.7,1114.475,516.8,20209.4,0.0,40693.55,19967.375,67.525,52.8,
2015-01-03 04:00:00,-3565.05,-7538.8,9590.099999999999,1531.9,4583.75,9194.625,2730.625,192.6,2904.925,9.2,67.1,317.425,328.1,1107.525,517.9,19628.4,0.1,41081.1,20934.725,65.3,51.25,
2015-01-03 05:00:00,-4141.175,-7604.0,9846.7,1528.775,4577.950000000001,9969.125,2770.05,192.05,2771.65,9.2,78.65,28.75,335.975,1089.175,517.775,19789.45,0.2,41308.075,21000.725,65.325,50.5,
2015-01-03 06:00:00,-3523.625,-8141.6,10267.475,1540.7,4590.5,9680.875,2796.7,192.05,2821.825,9.125,78.55,35.225,339.975,1109.4,517.9,20514.100000000002,0.2,42596.825,21564.65,65.15,50.975,
2015-01-03 07:00:00,-2798.6499999999996,-8028.1,10338.599999999999,1548.4,4604.0,10133.474999999999,2752.7,192.075,2891.2250000000004,9.125,80.175,55.22500000000001,342.975,1109.725,517.7249999999999,21018.325,0.2,45014.6,23478.4,62.824999999999996,50.925,
2015-01-03 08:00:00,-1925.9499999999998,-8529.1,10919.75,1566.3,4609.05,10710.425,3009.85,192.65,3182.775,9.125,69.25,127.975,341.25,1114.775,516.775,22184.975,69.725,48330.2,25558.7,61.1,50.5,
2015-01-03 09:00:00,-863.525,-9565.5,11228.7,1604.625,4624.225,12004.15,3659.6,193.0,3342.2,9.1,91.3,517.5250000000001,335.225,1085.05,496.925,22677.675000000003,628.5,51829.45,28026.3,59.1,49.425,
2015-01-03 10:00:00,-803.75,-9880.3,11052.15,1612.975,4637.725,13452.15,4071.25,192.975,3362.65,9.1,80.3,624.2750000000001,338.35,1095.625,478.725,22714.9,1344.8,54476.575000000004,29938.125,57.575,48.675,
2015-01-03 11:00:00,-877.825,-9070.1,11149.125,1640.55,4648.75,14021.475,3890.85,193.05,3224.2,9.05,62.4,488.6,339.85,1095.2,506.97499999999997,22615.85,1755.85,56530.375,31651.7,56.125,48.7,
2015-01-03 12:00:00,-607.15,-9630.3,11622.75,1648.375,4656.025,14379.575,4017.725,193.125,3283.275,8.875,63.075,822.775,349.225,1107.6,485.675,21852.25,1718.8000000000002,56543.875,32487.199999999997,54.675,47.325,
2015-01-03 13:00:00,-444.54999999999995,-9755.3,11743.074999999999,1668.25,4664.174999999999,14732.900000000001,3655.375,193.05,3430.2,8.75,68.75,1136.2,357.875,1111.95,520.35,20478.05,1189.7,56491.125,34303.0,51.5,45.6,
2015-01-03 14:00:00,-27.7,-9199.0,11961.675,1692.925,4673.9,14720.125,3417.85,193.425,3787.35,8.8,63.900000000000006,1736.425,355.075,1089.0,517.9,18360.85,619.1,55528.325,36030.525,47.6,43.0,
2015-01-03 15:00:00,-52.25,-8623.8,11951.875,1717.4,4667.65,14694.849999999999,4112.325,193.175,3859.525,9.025,87.15,2859.35,349.40000000000003,1075.0,492.925,16661.65,197.05,55337.85,37986.174999999996,43.95,40.475,
2015-01-03 16:00:00,-210.4,-7834.6,11923.25,1750.725,4679.275,15173.475,4346.725,192.975,3927.55,9.2,73.8,3298.475,354.45,1109.4,479.85,15516.75,22.099999999999998,57572.75,41554.05,40.05,38.65,
2015-01-03 17:00:00,-212.64999999999998,-5513.4,11847.525,1787.225,4682.975,15835.575,4647.025,193.225,4039.1000000000004,9.125,74.7,3344.975,359.5,1087.75,492.775,14852.725,0.17500000000000002,60649.875,45304.225000000006,36.9,37.375,
2015-01-03 18:00:00,-155.975,-5211.4,11777.3,1826.6499999999999,4672.1,16173.275,4741.925,193.275,4148.125,8.975,63.1,3387.6,362.025,1098.875,518.3000000000001,14414.675,0.2,60928.8,45995.65,36.1,36.65,
2015-01-03 19:00:00,-307.8,-6263.5,11862.15,1878.2,4676.2,16316.75,4710.15,193.45,4158.225,8.525,65.6,2928.625,361.025,1107.4,519.225,13756.35,0.17500000000000002,59631.15,45355.375,35.9,35.9,
2015-01-03 20:00:00,-503.375,-7758.2,11674.525,1928.7,4682.825,16646.225,4307.85,193.45,3992.8,8.175,67.35000000000001,1966.55,342.55,1098.025,518.675,14490.175,0.2,55590.55,40581.525,39.95,37.0,
2015-01-03 21:00:00,-552.9,-8625.6,11487.275,1962.35,4651.025,16690.125,3267.725,193.15,3305.25,8.2,66.75,1292.15,336.275,1105.225,518.575,15401.275000000001,0.2,53181.375,37261.375,43.425,39.15,
2015-01-03 22:00:00,-487.625,-8521.9,11591.7,1998.975,4617.325,16123.675,2997.975,192.875,2777.725,8.075,66.875,1200.95,332.05,1086.35,519.025,15919.775,0.0,52822.1,36383.275,44.725,40.575,
2015-01-03 23:00:00,-1137.525,-8781.3,11326.45,2052.775,4602.275,14640.4,2977.575,192.125,2505.5249999999996,8.35,63.2,190.4,330.125,1102.85,518.725,17192.324999999997,0.0,49999.0,32287.925,49.9,43.35,
2015-01-04 00:00:00,-1046.55,-8538.9,11149.849999999999,2134.475,4591.775,11055.6,2672.275,192.025,2046.375,9.025,72.65,123.55,340.525,1033.775,518.65,17738.825,0.0,46774.775,28517.25,54.575,47.675,
2015-01-04 01:00:00,-2314.7,-8606.8,10785.925,2271.0,4590.425,10240.525,2552.625,192.25,2040.525,9.125,68.5,36.3,345.0,1029.325,518.9,18169.725,0.0,42554.399999999994,23865.75,61.3,49.4,
2015-01-04 02:00:00,-3453.8999999999996,-7946.9,10308.4,2371.65,4582.475,10238.875,2453.9,192.45,2047.8,9.2,67.375,2.275,336.675,1024.675,515.975,18603.625,0.0,41137.4,22017.8,64.725,50.45,
2015-01-04 03:00:00,-4114.825,-7922.0,10215.6,2410.55,4580.700000000001,10256.9,2370.7250000000004,192.85,2061.325,9.1,73.925,37.475,335.55,1028.5,508.34999999999997,18905.65,0.0,40578.325,21164.35,66.425,50.9,
2015-01-04 04:00:00,-4302.35,-7997.2,10094.425000000001,2446.7,4601.625,10125.9,2287.225,192.775,2073.95,9.1,73.175,70.15,340.1,1033.325,509.25,19002.75,0.1,40673.1,21161.0,66.675,51.35,
2015-01-04 05:00:00,-4119.85,-7674.1,9733.975,2472.2,4600.8,10103.65,2281.675,192.52499999999998,2074.775,9.1,68.95,102.07499999999999,337.85,1031.4,508.65,18738.525,0.2,40208.725,20961.4,66.8,51.5,
2015-01-04 06:00:00,-4098.175,-7735.5,9309.35,2467.175,4576.275,10040.675,2328.0,192.175,2177.775,9.149999999999999,62.2,17.425,329.775,1023.7750000000001,503.6,18690.975,0.2,39678.975000000006,20484.225,67.475,51.75,
2015-01-04 07:00:00,-2563.125,-7655.2,9292.45,2440.625,4589.475,9923.45,2433.475,192.975,2439.8,9.174999999999999,70.42500000000001,78.85,328.6,1039.15,500.6,18135.775,0.3,42232.5,23595.725,62.125,51.0,
2015-01-04 08:00:00,-1392.65,-7573.3,9747.225,2414.45,4629.775,10080.1,2629.15,193.5,2888.375,9.174999999999999,53.525,198.625,333.42499999999995,1046.525,503.825,17990.775,62.95,45059.9,26502.35,58.0,49.7,
2015-01-04 09:00:00,-477.225,-8567.0,10862.325,2389.95,4650.575,10582.7,2780.875,193.075,2632.25,9.2,82.55,644.725,338.925,1024.225,495.85,17319.575,1022.8,48230.775,29392.525,54.825,48.625,
2015-01-04 10:00:00,-281.625,-9031.3,11479.475,2366.25,4670.700000000001,10859.75,2967.4750000000004,193.075,2620.8,9.174999999999999,76.8,658.475,343.525,1019.0,502.425,16884.65,2754.075,51649.8,31508.625,53.675,48.85,
2015-01-04 11:00:00,-103.225,-9232.5,11625.075,2342.875,4648.65,11508.25,2979.175,193.0,2616.275,9.1,68.325,957.325,353.6,1032.375,505.625,16753.125,4241.9,54780.875,33280.225,52.975,49.325,
2015-01-04 12:00:00,-566.45,-8188.3,11503.575,2297.2,4631.05,11815.0,2965.225,193.0,2584.925,9.075,62.45,378.025,347.1,1026.95,489.975,17064.65,4457.4,55062.45,33050.45,53.55,49.55,
2015-01-04 13:00:00,-843.925,-8258.8,11395.925,2272.65,4663.1,11966.3,2836.15,193.0,2456.325,8.975,62.25,249.425,342.925,1044.375,475.1,16943.4,3723.0249999999996,53618.899999999994,32477.375,53.35,49.0,
2015-01-04 14:00:00,-480.15,-8215.6,11877.575,2259.025,4677.225,11971.775,2845.975,193.025,2446.475,9.0,100.125,430.3,341.7,1034.675,493.55,16021.95,2352.625,52167.275,33299.175,50.550000000000004,46.575,
2015-01-04 15:00:00,-139.925,-8055.7,11917.75,2250.625,4700.3,13701.175,2823.675,193.07500000000002,2447.6,9.075,81.95,850.65,342.225,1031.775,485.525,14848.325,886.75,51669.725000000006,35449.1,45.9,42.55,
2015-01-04 16:00:00,-54.9,-7273.1,11915.675,2239.15,4695.925,14855.65,3058.175,193.15,2451.45,9.1,89.925,1950.3,346.2,1029.375,462.65,13991.35,88.775,53537.4,38994.625,41.175,39.8,
2015-01-04 17:00:00,-0.85,-5727.6,11958.15,2255.45,4690.85,15604.65,3051.675,192.775,2586.3,9.1,84.975,3314.625,337.5,1011.45,467.6,13935.4,0.225,57963.875,43560.625,37.8,38.975,
2015-01-04 18:00:00,-39.85,-4846.4,11923.974999999999,2301.325,4691.375,15617.525,3117.675,192.6,2613.025,9.1,75.575,3216.625,339.225,1048.125,473.525,14010.575,0.2,59030.85,44546.6,37.325,39.05,
2015-01-04 19:00:00,-468.70000000000005,-5286.6,11930.025,2306.15,4684.3,15698.625,3069.55,192.6,2633.825,9.149999999999999,61.525000000000006,1901.175,342.075,1045.3,432.5,14678.5,0.2,57569.95,42458.725,39.35,39.65,
2015-01-04 20:00:00,-770.825,-5410.5,11916.525,2286.825,4679.45,16104.95,3059.175,192.975,2511.8,9.125,69.025,1140.2,338.05,1036.475,425.25,14461.95,0.2,55029.275,40141.9,40.7,39.225,
2015-01-04 21:00:00,-1121.075,-5560.2,12011.775000000001,2265.2,4660.975,16013.275,2997.725,192.825,2486.175,9.125,62.075,894.775,341.75,1029.95,409.35,13428.7,0.2,53524.65,39686.375,39.8,38.075,
2015-01-04 22:00:00,-644.475,-4935.2,11957.05,2266.175,4638.025000000001,16070.25,2931.325,193.0,2583.375,9.2,60.625,607.325,339.275,1021.575,469.775,12693.8,0.0,53447.9,40284.325,38.525,37.3,
2015-01-04 23:00:00,-1715.15,-5915.0,11744.525,2240.2250000000004,4620.25,16072.6,2750.125,192.7,2464.4,9.2,54.625,346.275,335.025,1037.75,465.0,12722.4,0.0,50315.45,37128.05,40.925,37.6,
2015-01-05 00:00:00,-2749.3,-8147.0,11587.900000000001,2234.775,4616.775000000001,16743.975,3088.1,191.925,2665.75,9.2,69.95,47.275,331.475,1029.875,477.975,12705.0,0.0,46996.475,33813.525,43.8,36.9,
2015-01-05 01:00:00,-3138.75,-8364.2,11715.55,2222.575,4605.4,16064.325,3034.6,187.175,2596.6,9.2,75.525,8.025,323.875,1015.1,468.5,12596.0,0.0,44949.925,31885.375,45.45,37.225,
2015-01-05 02:00:00,-4433.85,-8453.6,11509.525,2210.875,4601.925,16082.35,2822.15,187.525,2654.0,9.2,69.45,2.775,332.525,1023.475,465.525,12818.775,0.0,43979.3,30695.050000000003,46.9,37.675,
2015-01-05 03:00:00,-5131.025,-7949.7,11402.9,2190.625,4591.2,16208.9,2874.2,187.35,2691.8,9.2,67.425,2.4499999999999997,338.175,1045.075,453.95,12988.8,0.0,44010.325,30567.575,47.2,37.75,
2015-01-05 04:00:00,-5706.575,-8173.0,11268.2,2174.15,4577.025,16125.575,3904.45,187.65,2821.125,9.2,68.175,3.1750000000000003,348.725,1029.85,457.45,13560.225,0.1,45296.3,31278.55,47.025000000000006,37.675,
2015-01-05 05:00:00,-3284.25,-9209.0,11094.7,2163.15,4552.0,15246.525,5289.0,187.85,3440.425,9.2,66.9,106.025,351.375,1024.5,462.875,14745.65,0.2,48727.175,33518.425,46.1,38.325,
2015-01-05 06:00:00,-1844.075,-8487.7,11154.85,2139.875,4554.825,15247.125,7530.9,188.15,4282.5,9.2,69.2,109.775,366.475,1019.375,434.575,15367.65,0.2,54640.5,38838.075,42.2,36.95,
2015-01-05 07:00:00,-733.575,-8180.0,11356.75,2111.95,4586.65,16736.525,8942.5,188.2,4575.125,9.225,72.15,256.475,384.7,1003.925,400.6,15542.325,0.275,60858.725000000006,44915.525,38.1,35.15,
2015-01-05 08:00:00,-447.975,-8136.9,11533.05,2101.675,4563.05,17651.65,10369.525,187.35,4688.475,9.3,36.75,567.4,397.275,1009.825,339.15,15496.1,87.15,64489.125,48566.7,35.825,33.725,
2015-01-05 09:00:00,-470.15,-7733.4,11815.45,2090.675,4499.950000000001,17597.1,11108.65,187.075,4590.9,9.275,25.8,554.475,402.575,1034.35,326.625,14798.4,1143.825,65811.5,49542.65,35.5,33.55,
2015-01-05 10:00:00,-581.675,-8064.7,11915.525,2092.9,4500.075000000001,17926.55,10800.1,187.575,4793.925,9.2,29.725,420.1,403.875,1024.025,336.0,13968.0,3136.75,67054.5,49613.7,36.575,34.475,
2015-01-05 11:00:00,-609.625,-7589.4,11927.625,2085.1,4527.85,18054.725,10618.0,187.925,4529.95,9.174999999999999,36.4,341.725,413.275,1033.325,361.05,12532.1,4956.9,68139.1,50289.025,36.650000000000006,35.05,
2015-01-05 12:00:00,-372.85,-8349.7,11976.85,2086.8,4560.475,18133.325,11191.5,188.575,4519.4,9.1,39.175,468.125,414.4,1033.375,415.6,10939.55,5960.325,68076.7,50761.25,35.95,34.25,
2015-01-05 13:00:00,-449.875,-8013.4,11997.725,2103.05,4594.2,18339.75,11541.625,188.8,4744.075,9.0,21.975,549.325,414.125,1036.325,390.35,9436.075,5610.65,67231.475,51794.4,33.675,32.1,
2015-01-05 14:00:00,-245.20000000000002,-7310.3,12041.425,2098.05,4594.175,18532.825,12991.325,187.525,4597.25,8.9,52.849999999999994,1172.725,410.42499999999995,1044.175,322.47499999999997,7463.825,4097.325,66032.675,54149.025,28.95,27.9,
2015-01-05 15:00:00,-1.475,-6421.2,12063.55,2106.475,4606.275,18643.675,13835.4,187.4,4693.875,9.0,31.325,1317.975,419.6,1040.25,276.475,5883.475,1788.375,65342.100000000006,57393.775,23.2,23.1,
2015-01-05 16:00:00,-54.724999999999994,-4992.2,12066.1,2067.975,4656.425,18655.15,14980.7,187.8,4989.125,9.75,66.55,2448.55,425.425,1033.875,197.7,5053.325,209.45,66578.575,61118.075,19.125,19.700000000000003,
2015-01-05 17:00:00,-9.0,-2225.4,12072.725,2054.275,4675.125,18686.0,14913.775,187.225,4843.3,9.850000000000001,32.5,3841.9249999999997,423.975,1021.075,157.025,4671.775,0.2,70227.65,65398.725,17.175,18.925,
2015-01-05 18:00:00,-0.325,-3571.9,12076.275,2060.6,4690.675,18741.95,15089.775,187.925,4640.15,9.875,44.75,3842.35,429.75,1041.25,159.775,4489.174999999999,0.17500000000000002,70157.79999999999,65508.725,16.975,18.75,
2015-01-05 19:00:00,-107.625,-3852.0,12081.075,2058.4,4679.325,18729.075,15390.3,188.225,4251.325,9.95,44.775,3250.9,427.525,1031.9,219.0,4041.0750000000003,0.125,68378.1,64117.9,16.825,18.25,
2015-01-05 20:00:00,-161.325,-4576.4,12091.85,2057.825,4663.625,18689.4,15678.725,187.825,3677.45,10.0,70.075,1894.675,406.15,1058.4,172.85,3436.125,0.17500000000000002,64076.75,60467.600000000006,16.975,17.475,
2015-01-05 21:00:00,-270.375,-5491.2,12087.35,2048.675,4656.200000000001,18704.75,14602.5,187.6,3357.725,9.95,68.25,1311.125,396.725,1034.325,156.8,2809.225,0.2,61013.899999999994,58047.725,16.725,16.975,
2015-01-05 22:00:00,-193.125,-5815.0,12095.65,2045.75,4633.975,18694.4,14327.9,187.575,3213.55,9.875,74.4,1475.675,388.45,1040.2,175.375,2154.15,0.0,59234.1,56904.6,16.125,16.175,
