,price_FR,price_NL,price_BE,price_CH,price_CZ,price_PL,price_DK1,price_DK2
2017-01-20 07:00:00,118.0,51.3,110.63,104.68,89.44,44.09,29.73,29.73
2017-01-20 08:00:00,144.49,70.6,143.33,121.02,94.26,43.28,29.98,29.98
2017-01-20 09:00:00,122.0,98.77,121.54,115.76,88.59,48.02,29.89,29.89
2017-01-20 10:00:00,117.05,79.99,116.65,113.0,84.55,46.09,29.84,29.84
2017-01-20 11:00:00,105.15,86.71,104.76,101.05,80.0,46.41,29.72,29.72
2017-01-20 12:00:00,95.09,54.31,78.8,91.35,80.53,45.31,29.5,29.5
2017-01-20 13:00:00,94.7,54.12,82.68,91.45,77.29,44.08,29.37,29.37
2017-01-20 14:00:00,93.69,70.6,91.98,91.84,74.75,43.46,29.08,29.08
2017-01-20 15:00:00,92.84,72.93,91.2,90.02,76.0,42.98,28.92,28.92
2017-01-20 16:00:00,91.19,72.6,92.07,89.04,79.5,42.79,29.33,29.33
2017-01-20 17:00:00,97.83,92.08,97.09,95.08,95.24,45.16,29.62,29.62
2017-01-20 18:00:00,120.0,95.34,116.35,110.57,95.0,44.61,29.52,29.52
2017-01-20 19:00:00,115.0,59.9,115.0,100.34,83.42,43.22,28.9,28.9
2017-01-20 20:00:00,98.52,46.04,98.52,91.08,71.52,39.2,28.36,28.36
2017-01-20 21:00:00,94.7,38.61,88.91,86.05,53.0,35.49,28.28,28.28
2017-01-20 22:00:00,94.7,41.17,85.99,84.93,50.08,32.23,28.11,28.11
2017-01-20 23:00:00,94.98,32.81,94.98,83.34,43.9,31.24,27.69,27.69
2017-01-21 00:00:00,87.6,37.83,48.34,75.97,43.01,,27.64,27.64
2017-01-21 01:00:00,78.58,35.9,56.32,74.59,40.01,,27.15,27.15
2017-01-21 02:00:00,72.58,39.54,48.34,72.93,41.85,,26.9,26.9
2017-01-21 03:00:00,70.5,41.78,55.49,67.22,40.78,,26.93,26.93
2017-01-21 04:00:00,69.11,40.82,54.33,65.04,40.64,,27.22,27.22
2017-01-21 05:00:00,69.7,39.09,53.73,66.9,40.0,,27.74,27.74
2017-01-21 06:00:00,70.0,36.61,48.34,69.52,39.35,,27.77,27.77
2017-01-21 07:00:00,70.49,38.67,44.63,74.97,43.94,32.53,28.24,28.24
2017-01-21 08:00:00,75.6,39.94,45.89,75.14,49.71,34.74,28.8,28.8
2017-01-21 09:00:00,84.0,48.34,48.34,77.14,54.35,37.73,29.17,29.17
2017-01-21 10:00:00,83.04,48.34,48.34,78.96,55.33,44.52,29.52,29.52
2017-01-21 11:00:00,74.27,48.34,48.34,75.17,55.36,47.72,29.51,29.51
2017-01-21 12:00:00,75.01,45.89,45.89,75.09,51.01,46.26,29.29,29.29
2017-01-21 13:00:00,74.08,40.12,48.34,74.77,47.5,43.27,29.09,29.09
2017-01-21 14:00:00,68.14,44.0,45.89,70.52,46.67,38.93,29.06,29.06
2017-01-21 15:00:00,62.23,47.56,47.56,69.93,50.0,40.1,29.51,29.51
2017-01-21 16:00:00,64.11,50.6,56.07,71.99,57.95,48.1,29.9,29.9
2017-01-21 17:00:00,74.2,65.91,65.91,75.93,67.0,61.01,30.94,30.94
2017-01-21 18:00:00,90.43,50.1,104.86,84.22,68.9,57.12,30.36,30.36
2017-01-21 19:00:00,92.1,39.94,66.05,82.62,60.0,48.15,29.82,29.82
2017-01-21 20:00:00,79.46,45.63,48.6,78.01,50.0,40.98,29.31,29.31
2017-01-21 21:00:00,68.29,42.41,45.89,75.11,42.0,34.82,28.97,28.97
2017-01-21 22:00:00,77.92,40.83,48.34,75.91,44.0,30.6,28.54,28.54
2017-01-21 23:00:00,83.08,39.54,48.34,75.2,42.1,30.57,28.13,28.13
2017-01-22 00:00:00,79.28,38.6,38.6,72.99,35.5,,28.57,28.57
2017-01-22 01:00:00,72.1,39.2,53.56,69.94,32.63,,28.08,28.08
2017-01-22 02:00:00,66.44,39.94,39.94,67.98,33.8,,27.78,27.78
2017-01-22 03:00:00,63.16,38.2,38.2,63.87,33.66,,27.71,27.71
2017-01-22 04:00:00,60.29,39.94,39.94,62.02,33.48,,27.75,27.75
2017-01-22 05:00:00,60.1,39.94,39.94,61.82,33.92,,28.02,28.02
2017-01-22 06:00:00,60.71,40.0,40.0,60.19,32.99,,28.05,28.05
2017-01-22 07:00:00,61.23,38.61,49.7,59.8,34.1,,28.44,28.44
2017-01-22 08:00:00,65.1,37.76,60.06,64.62,37.02,33.82,28.75,28.75
2017-01-22 09:00:00,69.02,39.26,64.19,69.48,38.1,34.5,29.29,29.29
2017-01-22 10:00:00,72.69,38.03,66.88,70.56,38.15,35.0,29.6,29.6
2017-01-22 11:00:00,75.0,38.16,68.61,70.37,40.08,34.95,29.59,29.59
2017-01-22 12:00:00,75.19,37.07,69.24,69.09,38.0,35.02,29.53,29.53
2017-01-22 13:00:00,69.48,36.03,63.53,66.82,34.1,33.84,29.52,29.52
2017-01-22 14:00:00,61.48,37.32,57.17,61.0,34.1,33.31,29.52,29.52
2017-01-22 15:00:00,58.53,38.29,54.56,58.96,36.91,33.15,29.62,29.62
2017-01-22 16:00:00,61.19,44.06,57.81,60.97,46.35,34.98,29.98,29.98
2017-01-22 17:00:00,67.33,63.8,65.04,71.24,57.5,35.07,30.7,30.7
2017-01-22 18:00:00,85.38,94.45,90.44,79.22,60.76,35.98,30.53,30.53
2017-01-22 19:00:00,92.12,65.0,85.5,81.28,57.9,34.99,29.95,29.95
2017-01-22 20:00:00,92.0,46.0,83.04,75.18,51.0,38.88,29.65,29.65
2017-01-22 21:00:00,86.35,39.39,77.34,74.93,41.93,30.59,29.53,29.53
2017-01-22 22:00:00,85.1,44.05,77.45,73.35,44.1,30.69,29.04,29.04
2017-01-22 23:00:00,78.87,35.93,76.24,72.55,39.93,28.59,28.42,28.42
2017-01-23 00:00:00,68.84,39.1,60.7,75.28,43.83,,28.34,28.34
2017-01-23 01:00:00,65.31,38.28,57.96,73.13,40.64,,28.05,28.05
2017-01-23 02:00:00,61.88,39.43,51.84,69.07,38.88,,27.86,27.86
2017-01-23 03:00:00,60.4,37.29,50.03,66.82,38.84,,27.81,27.81
2017-01-23 04:00:00,57.14,36.65,48.08,66.02,39.4,,28.44,28.44
2017-01-23 05:00:00,63.0,44.84,55.19,70.08,42.3,,28.63,28.63
2017-01-23 06:00:00,80.59,40.12,90.42,84.12,66.62,38.48,29.39,29.39
2017-01-23 07:00:00,120.3,60.0,124.1,108.55,96.39,40.06,30.31,30.31
2017-01-23 08:00:00,129.72,59.45,129.72,119.93,101.5,44.46,30.62,30.62
2017-01-23 09:00:00,125.39,68.83,125.39,117.91,99.27,51.43,30.32,30.32
2017-01-23 10:00:00,117.57,73.04,122.88,113.64,94.5,46.69,30.09,30.09
2017-01-23 11:00:00,105.13,62.69,109.66,107.11,88.3,49.59,29.96,29.96
2017-01-23 12:00:00,96.72,64.3,101.3,100.79,86.01,45.9,29.85,29.85
2017-01-23 13:00:00,95.03,61.76,101.98,100.56,86.72,51.27,29.78,29.78
2017-01-23 14:00:00,90.7,66.08,95.11,99.49,85.92,45.07,29.75,29.75
2017-01-23 15:00:00,92.85,65.61,103.0,100.15,88.52,43.78,29.85,29.85
2017-01-23 16:00:00,97.43,69.94,102.4,103.4,94.0,47.27,30.24,30.24
2017-01-23 17:00:00,109.98,109.98,109.98,106.83,108.0,53.08,31.08,31.08
2017-01-23 18:00:00,131.32,124.44,134.51,122.31,108.59,44.5,30.44,30.44
2017-01-23 19:00:00,114.55,89.67,115.32,113.76,100.0,44.49,29.91,29.91
2017-01-23 20:00:00,101.2,64.98,101.2,99.47,82.69,39.09,29.55,29.55
2017-01-23 21:00:00,90.76,40.09,96.91,92.16,65.6,36.8,29.35,29.35
2017-01-23 22:00:00,86.2,40.12,91.64,88.94,49.71,31.34,28.85,28.85
2017-01-23 23:00:00,85.5,43.08,64.18,89.5,41.7,30.93,28.45,28.45
2017-01-24 00:00:00,86.83,35.13,86.83,80.06,45.5,,29.04,29.04
2017-01-24 01:00:00,82.07,38.5,82.07,76.05,42.8,,28.93,28.93
2017-01-24 02:00:00,75.69,36.88,54.34,72.73,42.23,,28.93,28.93
2017-01-24 03:00:00,70.15,42.44,55.83,71.03,41.0,,29.03,29.03
2017-01-24 04:00:00,69.09,35.99,54.58,69.09,41.27,,29.53,29.53
2017-01-24 05:00:00,79.75,36.88,56.71,72.46,46.79,,29.71,29.71
2017-01-24 06:00:00,102.9,49.8,112.72,94.01,73.5,,30.98,30.98
2017-01-24 07:00:00,183.83,66.53,200.0,141.03,121.0,,45.89,45.89
2017-01-24 08:00:00,204.69,113.05,204.69,154.79,137.24,49.2,49.2,49.2
2017-01-24 09:00:00,155.48,144.4,155.48,160.05,134.14,48.87,48.87,48.87
2017-01-24 10:00:00,151.07,151.07,151.07,153.26,123.52,48.49,48.02,48.02
2017-01-24 11:00:00,135.0,135.0,135.0,138.53,121.0,50.89,45.93,46.33
2017-01-24 12:00:00,121.58,121.58,121.58,119.04,115.21,57.04,40.92,40.92
2017-01-24 13:00:00,117.68,117.68,117.68,115.28,112.67,57.19,37.0,37.0
2017-01-24 14:00:00,112.21,112.21,112.21,111.36,110.3,48.94,34.92,34.92
2017-01-24 15:00:00,117.18,117.18,117.18,112.94,112.5,47.16,34.88,34.88
2017-01-24 16:00:00,120.0,120.0,120.0,118.37,115.0,64.78,35.29,46.29
2017-01-24 17:00:00,131.01,131.01,131.01,141.9,137.1,74.42,50.22,74.42
2017-01-24 18:00:00,144.98,134.8,144.98,155.08,141.04,64.95,44.98,55.87
2017-01-24 19:00:00,125.96,92.94,125.96,140.02,124.57,49.35,31.6,31.6
2017-01-24 20:00:00,118.11,73.5,124.83,109.22,98.0,44.62,30.34,30.34
2017-01-24 21:00:00,96.3,60.07,96.3,94.08,69.69,40.68,29.91,29.91
2017-01-24 22:00:00,93.71,48.75,93.71,90.97,57.0,31.26,29.08,29.08
2017-01-24 23:00:00,90.74,38.66,90.74,87.73,40.19,31.18,28.58,28.58
2017-01-25 00:00:00,97.7,39.0,96.72,90.94,45.5,,28.84,28.84
2017-01-25 01:00:00,85.03,36.7,85.03,84.95,43.3,,28.47,28.47
2017-01-25 02:00:00,81.29,39.89,72.36,82.06,42.0,,28.18,28.18
2017-01-25 03:00:00,80.16,38.17,71.16,76.68,40.6,,28.19,28.19
2017-01-25 04:00:00,75.18,40.45,67.85,75.31,42.17,,28.82,28.82
2017-01-25 05:00:00,80.94,44.64,73.39,84.01,45.92,,28.7,28.7
2017-01-25 06:00:00,112.4,42.4,108.58,103.18,71.25,38.77,29.41,29.41
2017-01-25 07:00:00,151.14,66.92,151.14,157.69,120.01,41.46,31.23,31.23
2017-01-25 08:00:00,206.12,61.79,206.12,176.65,125.95,46.15,31.91,46.15
2017-01-25 09:00:00,168.73,84.2,168.73,158.25,113.0,58.97,31.4,31.4
2017-01-25 10:00:00,151.29,90.8,151.29,149.97,110.0,56.04,31.22,31.22
2017-01-25 11:00:00,134.23,94.5,134.23,133.03,100.03,62.03,30.88,30.88
2017-01-25 12:00:00,122.9,74.9,129.75,120.29,93.75,61.08,30.68,30.68
2017-01-25 13:00:00,118.14,64.3,120.38,117.94,89.77,60.78,30.51,30.51
2017-01-25 14:00:00,116.87,64.2,124.22,117.58,90.39,54.92,30.25,30.25
2017-01-25 15:00:00,119.56,74.3,125.89,120.03,96.25,46.76,30.27,30.27
2017-01-25 16:00:00,120.0,118.0,120.29,125.35,104.0,66.28,30.76,30.76
2017-01-25 17:00:00,122.9,122.9,122.9,136.66,119.99,111.76,32.42,87.97
2017-01-25 18:00:00,194.95,105.0,194.95,161.52,126.5,73.21,30.92,30.92
2017-01-25 19:00:00,146.8,78.75,146.8,141.0,110.31,60.42,29.89,29.89
2017-01-25 20:00:00,120.0,71.85,120.0,123.36,85.72,44.88,29.19,29.19
2017-01-25 21:00:00,100.67,47.29,100.67,102.05,66.95,37.87,28.93,28.93
2017-01-25 22:00:00,99.18,42.4,99.18,96.29,56.86,34.99,28.23,28.23
2017-01-25 23:00:00,100.15,39.8,95.0,95.11,45.67,34.18,27.74,27.74
2017-01-26 00:00:00,101.76,43.85,94.75,96.74,42.0,,28.08,28.08
2017-01-26 01:00:00,91.47,42.06,91.47,87.46,40.47,,27.62,27.62
2017-01-26 02:00:00,89.0,40.02,83.04,85.21,39.01,,27.47,25.32
2017-01-26 03:00:00,83.43,37.92,77.88,82.21,36.7,,27.24,25.37
2017-01-26 04:00:00,81.04,38.49,75.82,80.08,36.88,,27.46,27.46
2017-01-26 05:00:00,88.97,41.41,84.66,84.98,41.6,,28.35,28.35
2017-01-26 06:00:00,108.2,44.71,100.47,109.17,50.9,37.41,29.25,29.25
2017-01-26 07:00:00,150.0,59.03,134.68,154.82,72.74,45.25,31.14,45.25
2017-01-26 08:00:00,164.92,60.46,164.92,179.92,72.0,46.88,31.46,46.88
2017-01-26 09:00:00,150.0,68.44,129.72,162.45,68.9,46.88,31.34,46.88
2017-01-26 10:00:00,126.09,69.95,166.68,145.84,65.45,47.82,31.32,47.82
2017-01-26 11:00:00,120.0,60.0,120.0,135.05,64.6,52.2,31.2,52.2
2017-01-26 12:00:00,101.28,54.1,101.28,120.01,61.0,50.53,31.1,50.53
2017-01-26 13:00:00,88.8,53.11,88.8,110.68,57.9,47.47,31.03,47.47
2017-01-26 14:00:00,96.07,52.1,96.07,112.02,56.9,46.88,31.02,46.88
2017-01-26 15:00:00,112.63,55.43,112.63,119.54,63.0,46.76,31.09,46.76
2017-01-26 16:00:00,123.0,58.3,110.74,120.02,65.0,48.23,31.28,48.23
2017-01-26 17:00:00,134.3,71.42,175.0,133.3,72.0,52.72,31.62,52.72
2017-01-26 18:00:00,139.0,59.9,139.0,154.24,66.65,46.83,31.39,46.83
2017-01-26 19:00:00,121.3,44.9,121.3,139.58,56.87,44.65,31.01,44.65
2017-01-26 20:00:00,99.1,45.87,99.1,116.02,48.4,40.44,29.96,35.21
2017-01-26 21:00:00,90.2,45.02,84.83,94.93,40.8,39.14,29.81,30.03
2017-01-26 22:00:00,88.1,45.1,80.34,90.01,39.1,33.8,29.21,29.21
2017-01-26 23:00:00,83.65,38.85,79.52,89.6,35.0,33.62,28.83,28.83
2017-01-27 00:00:00,78.93,39.12,74.0,75.92,35.1,,28.52,28.52
2017-01-27 01:00:00,69.2,35.0,55.38,71.04,34.9,,28.13,28.13
2017-01-27 02:00:00,64.33,36.29,60.93,68.65,34.23,,28.07,28.07
2017-01-27 03:00:00,60.71,35.95,57.7,67.01,33.3,,28.3,28.3
2017-01-27 04:00:00,61.06,32.52,56.14,64.78,33.5,,28.69,28.69
2017-01-27 05:00:00,64.33,33.1,56.0,66.59,34.91,,29.58,29.58
2017-01-27 06:00:00,75.0,36.7,67.47,76.0,41.4,34.59,30.88,30.88
2017-01-27 07:00:00,91.56,46.39,91.56,85.94,60.0,45.09,32.07,45.09
2017-01-27 08:00:00,102.69,47.4,102.69,95.08,55.0,46.26,32.14,46.26
2017-01-27 09:00:00,91.25,45.82,91.25,91.99,52.3,45.04,31.96,45.04
2017-01-27 10:00:00,90.0,45.85,90.0,89.98,49.6,44.59,31.86,43.47
2017-01-27 11:00:00,89.4,47.09,82.08,86.66,49.5,44.76,31.67,44.14
2017-01-27 12:00:00,82.87,44.92,75.59,80.01,48.3,44.62,31.41,43.3
2017-01-27 13:00:00,79.56,45.18,62.56,77.97,47.58,44.71,31.13,44.1
2017-01-27 14:00:00,77.28,49.3,67.0,74.86,47.11,43.88,31.02,43.88
2017-01-27 15:00:00,75.51,53.67,68.94,76.09,52.5,43.53,31.03,43.53
2017-01-27 16:00:00,76.08,55.83,70.03,79.09,58.08,44.78,31.53,44.78
2017-01-27 17:00:00,78.55,63.93,75.0,82.05,63.88,51.53,31.91,51.53
2017-01-27 18:00:00,87.14,52.9,69.46,89.05,62.52,44.76,31.8,44.76
2017-01-27 19:00:00,84.49,50.0,73.17,82.73,57.5,42.57,31.08,42.57
2017-01-27 20:00:00,79.56,47.65,63.03,77.03,47.8,40.28,30.07,30.07
2017-01-27 21:00:00,72.68,39.9,55.76,72.91,41.4,37.9,29.88,29.88
2017-01-27 22:00:00,73.78,39.9,56.42,71.86,42.0,32.43,29.53,29.53
2017-01-27 23:00:00,70.3,38.03,54.51,69.01,37.75,33.0,28.89,28.89
2017-01-28 00:00:00,60.49,34.9,47.4,64.54,38.6,,28.84,28.84
2017-01-28 01:00:00,57.36,37.4,46.46,57.09,36.3,,28.47,28.47
2017-01-28 02:00:00,54.0,36.0,46.97,53.5,35.7,,28.25,28.25
2017-01-28 03:00:00,39.0,39.0,39.0,47.97,37.5,,28.14,28.14
2017-01-28 04:00:00,37.39,37.39,37.39,45.4,37.8,,28.18,28.18
2017-01-28 05:00:00,37.78,37.78,37.78,45.96,36.7,,28.42,28.42
2017-01-28 06:00:00,45.13,34.0,36.4,47.95,35.03,,28.67,28.67
2017-01-28 07:00:00,49.94,39.65,39.65,51.66,36.7,32.36,28.91,28.91
2017-01-28 08:00:00,54.1,47.34,47.4,60.05,41.0,31.16,29.35,29.35
2017-01-28 09:00:00,64.08,44.9,47.4,62.91,42.7,34.77,29.71,34.77
2017-01-28 10:00:00,69.88,40.09,52.0,63.32,42.0,38.64,29.89,38.64
2017-01-28 11:00:00,65.92,43.6,61.73,60.11,41.3,38.46,29.89,30.1
2017-01-28 12:00:00,65.0,38.4,59.86,59.21,38.53,36.89,29.87,30.03
2017-01-28 13:00:00,57.71,39.9,47.91,56.33,38.0,36.39,29.75,29.75
2017-01-28 14:00:00,54.11,41.01,51.64,53.15,38.82,33.67,29.65,29.65
2017-01-28 15:00:00,50.12,49.77,49.92,51.1,41.2,32.2,29.89,29.89
2017-01-28 16:00:00,54.15,54.15,54.15,55.66,47.8,31.16,30.47,31.16
2017-01-28 17:00:00,60.83,60.4,60.6,60.81,54.15,34.97,31.13,34.97
2017-01-28 18:00:00,78.36,55.0,75.89,70.47,52.99,30.97,30.97,30.97
2017-01-28 19:00:00,80.0,39.04,70.0,70.51,45.75,30.69,30.18,30.18
2017-01-28 20:00:00,72.03,40.57,65.78,62.45,39.0,30.68,29.75,29.75
2017-01-28 21:00:00,59.59,38.0,52.1,57.73,35.4,30.61,29.55,29.55
2017-01-28 22:00:00,60.77,37.2,52.17,59.65,34.3,29.08,29.08,29.08
2017-01-28 23:00:00,67.75,33.74,53.36,59.83,31.46,28.72,28.72,28.72
2017-01-29 00:00:00,60.71,36.04,50.75,57.58,32.95,,28.82,28.82
2017-01-29 01:00:00,59.79,32.95,47.1,55.33,31.5,28.22,28.22,28.22
2017-01-29 02:00:00,52.72,32.94,40.62,52.07,31.2,27.87,27.87,27.87
2017-01-29 03:00:00,47.51,31.75,37.88,49.26,32.17,27.72,27.72,27.72
2017-01-29 04:00:00,44.0,34.65,40.32,49.53,32.5,27.68,27.68,27.68
2017-01-29 05:00:00,43.84,32.89,39.37,49.77,33.2,27.79,27.79,27.79
2017-01-29 06:00:00,46.16,32.96,40.8,49.39,30.0,23.42,27.76,27.76
2017-01-29 07:00:00,49.08,35.01,37.0,49.04,29.5,27.69,28.02,28.02
2017-01-29 08:00:00,53.38,35.0,42.14,51.98,31.91,28.6,28.6,28.6
2017-01-29 09:00:00,60.71,40.78,47.1,55.59,32.62,28.9,28.9,28.9
2017-01-29 10:00:00,66.0,47.4,50.19,57.74,35.25,29.86,29.34,29.34
2017-01-29 11:00:00,66.03,52.07,52.07,57.9,34.9,30.73,29.23,29.23
2017-01-29 12:00:00,68.0,53.9,53.9,58.07,33.7,30.66,28.93,28.93
2017-01-29 13:00:00,61.66,49.8,49.8,54.5,32.0,30.67,28.87,28.87
2017-01-29 14:00:00,52.16,35.0,43.25,50.94,31.93,30.64,28.85,28.85
2017-01-29 15:00:00,51.45,37.1,43.88,50.87,36.25,30.46,28.97,28.97
2017-01-29 16:00:00,46.42,47.98,47.1,52.09,38.0,36.92,29.55,29.55
2017-01-29 17:00:00,61.49,61.06,61.11,59.95,44.0,39.42,29.93,29.93
2017-01-29 18:00:00,75.96,100.0,87.8,65.24,46.0,40.32,29.82,29.82
2017-01-29 19:00:00,79.49,50.58,59.29,68.05,44.9,39.38,29.43,29.43
2017-01-29 20:00:00,75.97,55.02,58.24,64.08,41.0,36.09,28.97,28.97
2017-01-29 21:00:00,69.49,49.66,53.36,60.06,36.8,34.28,28.85,28.85
2017-01-29 22:00:00,66.02,44.21,52.06,57.59,38.5,30.66,28.62,28.62
2017-01-29 23:00:00,58.77,36.09,47.1,57.56,33.1,28.11,28.11,28.11
2017-01-30 00:00:00,49.29,36.51,41.75,48.76,40.0,,27.97,27.32
2017-01-30 01:00:00,50.0,36.49,43.03,45.29,40.14,,27.46,27.46
2017-01-30 02:00:00,38.23,36.36,37.24,42.53,38.64,,27.39,27.39
2017-01-30 03:00:00,36.05,36.05,36.05,41.56,36.96,,28.0,28.0
2017-01-30 04:00:00,35.11,35.11,35.11,43.14,38.19,,28.73,28.73
2017-01-30 05:00:00,37.69,35.72,36.43,48.36,40.4,,29.71,29.71
2017-01-30 06:00:00,47.14,45.45,47.1,57.57,55.67,34.82,31.03,31.03
2017-01-30 07:00:00,72.4,49.0,58.01,72.01,75.0,42.07,33.38,42.07
2017-01-30 08:00:00,70.61,60.65,64.59,78.06,80.0,47.9,34.71,47.9
2017-01-30 09:00:00,67.47,65.02,66.71,77.1,81.96,48.33,33.18,48.33
2017-01-30 10:00:00,70.68,68.77,70.15,76.01,78.37,48.1,33.9,48.1
2017-01-30 11:00:00,69.91,69.91,69.91,76.09,73.76,48.35,34.6,48.35
2017-01-30 12:00:00,71.58,60.16,69.23,70.81,77.0,47.08,34.15,47.08
2017-01-30 13:00:00,65.91,59.9,67.99,67.91,80.0,48.3,34.1,48.3
2017-01-30 14:00:00,61.32,61.32,61.32,68.34,80.0,46.82,32.46,46.82
2017-01-30 15:00:00,55.98,55.98,55.98,69.36,85.0,42.66,32.78,42.66
2017-01-30 16:00:00,55.94,55.94,55.94,71.91,80.0,46.81,35.63,46.81
2017-01-30 17:00:00,78.53,78.53,78.53,78.87,90.0,50.08,45.37,50.08
2017-01-30 18:00:00,83.69,59.98,75.96,82.29,80.8,44.88,37.88,44.88
2017-01-30 19:00:00,87.08,56.0,76.09,79.94,75.8,42.02,32.17,42.02
2017-01-30 20:00:00,84.95,42.4,66.46,73.93,66.0,39.86,31.21,31.21
2017-01-30 21:00:00,77.1,39.9,61.22,65.03,53.9,30.95,30.58,30.58
2017-01-30 22:00:00,72.0,39.9,57.06,63.92,49.0,31.01,30.1,30.1
2017-01-30 23:00:00,74.19,36.59,58.17,60.6,40.5,30.18,29.62,29.62
2017-01-31 00:00:00,61.23,35.27,57.05,57.45,36.0,,10.38,28.78
2017-01-31 01:00:00,55.0,35.75,51.93,52.7,35.0,,28.65,28.65
2017-01-31 02:00:00,53.3,35.82,50.49,50.1,35.7,,28.66,28.66
2017-01-31 03:00:00,52.0,35.0,48.27,50.01,35.92,,28.75,28.75
2017-01-31 04:00:00,50.18,38.2,48.27,49.04,35.5,,29.4,29.4
2017-01-31 05:00:00,54.0,37.53,52.25,52.01,36.0,,30.2,30.2
2017-01-31 06:00:00,70.2,47.07,68.38,60.68,53.25,33.8,33.28,33.28
2017-01-31 07:00:00,86.66,62.92,90.52,73.48,75.0,40.85,40.85,40.85
2017-01-31 08:00:00,101.0,81.82,95.97,80.84,80.26,44.91,44.91,44.91
2017-01-31 09:00:00,90.34,83.38,89.26,81.58,84.89,44.96,44.96,44.96
2017-01-31 10:00:00,89.8,89.8,89.8,81.93,88.0,44.94,40.85,43.07
2017-01-31 11:00:00,89.82,89.82,89.82,82.33,86.71,44.96,39.72,42.08
2017-01-31 12:00:00,82.36,82.36,82.36,78.87,88.0,45.05,37.5,42.03
2017-01-31 13:00:00,82.02,82.02,82.02,76.57,88.0,47.31,37.13,42.03
2017-01-31 14:00:00,90.36,90.36,90.36,75.99,87.0,44.99,37.16,39.11
2017-01-31 15:00:00,89.75,89.75,89.75,75.38,86.0,43.0,36.71,41.63
2017-01-31 16:00:00,90.2,90.2,90.2,76.79,81.02,44.96,36.79,44.96
2017-01-31 17:00:00,95.0,95.0,95.0,86.95,93.0,46.86,46.86,46.86
2017-01-31 18:00:00,104.33,104.33,104.33,92.27,92.2,45.03,36.65,45.03
2017-01-31 19:00:00,90.0,90.0,90.0,88.19,87.43,44.93,33.52,33.52
2017-01-31 20:00:00,83.69,71.15,83.37,73.81,65.0,40.32,31.77,31.77
2017-01-31 21:00:00,60.77,56.9,60.67,68.95,52.54,36.48,31.41,31.41
2017-01-31 22:00:00,59.62,42.4,58.26,66.02,48.3,33.03,30.53,30.53
2017-01-31 23:00:00,59.2,39.9,55.77,62.46,39.53,32.69,30.01,30.01
2017-02-01 00:00:00,54.71,39.62,50.0,55.09,44.12,,29.25,29.25
2017-02-01 01:00:00,54.99,36.4,49.89,51.96,41.97,,28.99,28.99
2017-02-01 02:00:00,51.81,35.8,48.36,49.08,40.3,,28.91,28.91
2017-02-01 03:00:00,48.16,36.4,45.87,47.12,39.59,,29.01,29.01
2017-02-01 04:00:00,40.91,36.4,39.3,46.56,40.37,,29.62,29.62
2017-02-01 05:00:00,50.68,37.0,46.64,49.55,43.78,,30.41,31.03
2017-02-01 06:00:00,61.1,42.4,55.91,59.98,56.52,38.95,31.89,31.89
2017-02-01 07:00:00,72.93,60.41,71.62,69.83,74.99,45.26,36.94,45.26
2017-02-01 08:00:00,78.64,72.85,77.68,79.06,78.78,48.19,39.56,48.19
2017-02-01 09:00:00,79.11,65.89,76.9,76.22,79.0,50.72,34.79,50.72
2017-02-01 10:00:00,79.11,65.0,76.75,76.19,79.0,49.57,33.23,49.57
2017-02-01 11:00:00,78.44,62.89,75.83,74.12,73.88,50.78,31.75,46.81
2017-02-01 12:00:00,76.64,56.61,73.35,67.55,74.99,50.55,31.42,46.8
2017-02-01 13:00:00,75.47,53.77,71.9,65.7,70.75,50.82,31.32,44.06
2017-02-01 14:00:00,72.61,50.11,68.93,66.8,69.99,44.59,31.26,44.59
2017-02-01 15:00:00,69.06,52.1,66.29,68.91,69.11,45.03,31.23,45.03
2017-02-01 16:00:00,64.21,56.98,63.03,71.04,59.12,47.65,31.27,47.65
2017-02-01 17:00:00,70.31,62.58,69.43,75.03,64.99,50.76,31.42,50.76
2017-02-01 18:00:00,76.1,56.02,72.62,79.52,59.85,44.75,31.23,44.75
2017-02-01 19:00:00,77.2,50.1,72.74,79.04,53.95,42.56,31.05,42.08
2017-02-01 20:00:00,70.81,41.05,64.39,69.99,50.62,42.43,30.69,30.86
2017-02-01 21:00:00,59.6,44.2,50.18,61.12,43.63,37.08,30.33,30.33
2017-02-01 22:00:00,62.85,43.24,59.12,58.92,37.74,33.49,29.83,29.83
2017-02-01 23:00:00,55.1,38.1,49.8,55.12,34.25,32.87,28.99,28.99
2017-02-02 00:00:00,41.11,31.17,39.59,52.16,35.5,,29.03,29.03
2017-02-02 01:00:00,38.74,30.14,37.68,49.07,34.33,,28.73,28.73
2017-02-02 02:00:00,36.94,32.86,36.43,47.49,34.12,,28.6,28.6
2017-02-02 03:00:00,32.3,32.3,32.3,45.88,33.78,,28.64,28.64
2017-02-02 04:00:00,31.05,31.05,31.05,45.38,34.28,,29.15,29.15
2017-02-02 05:00:00,32.66,32.66,32.66,48.53,34.7,,29.88,29.88
2017-02-02 06:00:00,39.91,39.91,39.91,57.3,41.4,34.72,31.05,31.05
2017-02-02 07:00:00,55.58,55.58,55.58,69.05,62.26,42.42,32.34,42.42
2017-02-02 08:00:00,57.19,57.19,57.19,75.07,63.98,46.95,32.5,46.95
2017-02-02 09:00:00,59.1,59.1,59.1,80.08,65.0,47.31,32.42,46.96
