,price_FR,price_NL,price_BE,price_CH,price_CZ,price_PL,price_DK1,price_DK2
2015-01-01 01:00:00,,,,43.43,24.2,,18.29,18.29
2015-01-01 02:00:00,,,,38.08,22.06,,16.04,16.04
2015-01-01 03:00:00,,,,35.47,20.27,,14.6,14.6
2015-01-01 04:00:00,,,,30.83,19.17,,14.95,14.95
2015-01-01 05:00:00,,,,28.26,17.9,,14.5,14.5
2015-01-01 06:00:00,,,,25.36,17.29,,10.76,10.76
2015-01-01 07:00:00,,,,26.93,17.39,,12.01,12.01
2015-01-01 08:00:00,,,,24.95,15.84,,12.39,12.39
2015-01-01 09:00:00,,,,26.71,18.55,,14.04,14.04
2015-01-01 10:00:00,,,,30.04,21.97,,14.68,14.68
2015-01-01 11:00:00,,,,31.77,23.94,,16.08,16.08
2015-01-01 12:00:00,,,,35.09,24.87,,16.08,16.08
2015-01-01 13:00:00,,,,35.39,24.0,,16.05,25.42
2015-01-01 14:00:00,,,,31.47,23.4,,16.04,26.78
2015-01-01 15:00:00,,,,29.08,23.3,,16.1,27.51
2015-01-01 16:00:00,,,,31.03,25.9,,23.93,28.32
2015-01-01 17:00:00,,,,39.09,30.5,,26.9,28.36
2015-01-01 18:00:00,,,,47.82,29.17,,26.36,28.18
2015-01-01 19:00:00,,,,50.75,27.09,,23.98,27.81
2015-01-01 20:00:00,,,,49.3,22.2,,16.09,16.09
2015-01-01 21:00:00,,,,48.24,18.0,,14.08,14.08
2015-01-01 22:00:00,,,,49.04,16.7,,12.44,12.44
2015-01-01 23:00:00,,,,46.14,10.7,,0.04,0.04
2015-01-02 00:00:00,,,,42.29,0.01,,-12.11,-12.11
2015-01-02 01:00:00,,,,38.1,-0.3,,-19.63,-19.63
2015-01-02 02:00:00,,,,38.03,-3.5,,-19.37,-19.37
2015-01-02 03:00:00,,,,32.06,-4.2,,-31.41,-31.41
2015-01-02 04:00:00,,,,27.66,-3.26,,-31.41,-31.41
2015-01-02 05:00:00,,,,28.0,-0.2,,-13.48,-13.48
2015-01-02 06:00:00,,,,33.44,1.8,,0.08,0.08
2015-01-02 07:00:00,,,,37.1,8.7,,10.06,28.37
2015-01-02 08:00:00,,,,39.34,13.15,,14.25,28.37
2015-01-02 09:00:00,,,,41.82,17.2,,14.56,28.32
2015-01-02 10:00:00,,,,42.19,19.0,,14.64,28.3
2015-01-02 11:00:00,,,,43.0,19.15,,15.08,28.39
2015-01-02 12:00:00,,,,44.02,20.0,,15.41,28.3
2015-01-02 13:00:00,,,,42.48,20.0,,14.52,28.24
2015-01-02 14:00:00,,,,39.12,20.5,,14.7,28.12
2015-01-02 15:00:00,,,,38.05,20.5,,14.66,28.23
2015-01-02 16:00:00,,,,39.49,23.0,,16.09,28.59
2015-01-02 17:00:00,,,,47.91,26.0,,25.1,28.73
2015-01-02 18:00:00,,,,52.88,25.5,,25.06,28.48
2015-01-02 19:00:00,,,,52.96,23.0,,18.34,28.38
2015-01-02 20:00:00,,,,49.91,17.2,,14.26,15.0
2015-01-02 21:00:00,,,,48.93,14.0,,12.22,12.22
2015-01-02 22:00:00,,,,50.0,11.65,,8.0,10.4
2015-01-02 23:00:00,,,,49.86,5.0,,-0.33,-0.33
2015-01-03 00:00:00,,,,39.48,0.59,,-0.08,-0.08
2015-01-03 01:00:00,,,,37.01,-0.7,,-0.07,-0.07
2015-01-03 02:00:00,,,,35.61,-2.0,,-5.03,-5.03
2015-01-03 03:00:00,,,,29.28,-1.06,,0.01,0.01
2015-01-03 04:00:00,,,,26.24,0.25,,-0.04,-0.04
2015-01-03 05:00:00,,,,25.82,0.99,,0.03,0.03
2015-01-03 06:00:00,,,,26.75,5.26,,-8.67,-8.67
2015-01-03 07:00:00,,,,30.84,11.84,,4.46,4.46
2015-01-03 08:00:00,,,,35.78,15.3,,9.9,9.9
2015-01-03 09:00:00,,,,37.2,19.05,,14.29,14.29
2015-01-03 10:00:00,,,,36.44,22.37,,16.73,16.73
2015-01-03 11:00:00,,,,36.74,23.59,,22.31,22.31
2015-01-03 12:00:00,,,,37.07,24.22,,23.03,23.03
2015-01-03 13:00:00,,,,37.0,24.0,,22.4,22.4
2015-01-03 14:00:00,,,,33.76,26.94,,27.07,27.81
2015-01-03 15:00:00,,,,31.07,29.4,,28.29,28.37
2015-01-03 16:00:00,,,,31.48,31.96,,28.6,29.23
2015-01-03 17:00:00,,,,40.09,38.22,,28.88,29.53
2015-01-03 18:00:00,,,,46.36,40.0,,28.78,29.75
2015-01-03 19:00:00,,,,48.95,36.4,,28.54,29.46
2015-01-03 20:00:00,,,,48.04,29.7,,28.34,28.69
2015-01-03 21:00:00,,,,46.0,25.3,,27.26,27.93
2015-01-03 22:00:00,,,,43.66,20.29,,27.7,27.7
2015-01-03 23:00:00,,,,37.48,12.54,,14.27,14.27
2015-01-04 00:00:00,,,,36.41,5.0,,9.32,9.32
2015-01-04 01:00:00,,,,31.46,3.0,,0.1,0.1
2015-01-04 02:00:00,,,,24.97,2.0,,0.1,0.1
2015-01-04 03:00:00,,,,14.42,0.0,,0.1,0.1
2015-01-04 04:00:00,,,,11.03,0.01,,0.11,0.11
2015-01-04 05:00:00,,,,13.77,-1.45,,6.8,6.8
2015-01-04 06:00:00,,,,16.44,-2.0,,14.95,14.95
2015-01-04 07:00:00,,,,17.79,0.82,,25.49,25.49
2015-01-04 08:00:00,,,,18.86,6.5,,26.28,27.63
2015-01-04 09:00:00,,,,28.83,12.0,,27.32,28.03
2015-01-04 10:00:00,,,,33.02,14.5,,27.56,28.24
2015-01-04 11:00:00,,,,35.64,18.44,28.32,27.32,28.32
2015-01-04 12:00:00,,,,37.3,17.36,28.24,27.08,28.24
2015-01-04 13:00:00,,,,35.41,14.76,28.27,26.33,28.27
2015-01-04 14:00:00,,,,30.34,14.7,28.32,27.42,28.32
2015-01-04 15:00:00,,,,26.52,16.0,28.7,28.37,28.7
2015-01-04 16:00:00,,,,26.51,19.0,31.48,28.65,29.58
2015-01-04 17:00:00,,,,42.98,26.32,33.96,28.94,29.92
2015-01-04 18:00:00,,,,49.85,29.62,35.68,29.59,29.91
2015-01-04 19:00:00,,,,48.61,29.0,35.53,29.42,29.77
2015-01-04 20:00:00,,,,48.14,24.0,32.55,28.92,29.45
2015-01-04 21:00:00,,,,43.99,21.5,29.06,28.66,29.06
2015-01-04 22:00:00,,,,46.03,21.8,29.03,29.03,29.03
2015-01-04 23:00:00,,,,43.04,15.0,22.9,27.68,27.68
2015-01-05 00:00:00,36.56,36.56,36.56,37.8,19.22,,28.19,29.06
2015-01-05 01:00:00,34.94,34.94,34.94,34.09,18.0,,28.15,28.88
2015-01-05 02:00:00,32.19,32.19,32.19,31.89,16.2,,28.13,28.87
2015-01-05 03:00:00,23.53,28.05,28.05,28.5,15.41,,28.05,28.05
2015-01-05 04:00:00,22.92,28.04,28.04,27.23,16.33,,28.04,29.34
2015-01-05 05:00:00,34.26,34.26,34.26,32.26,21.11,,27.01,30.33
2015-01-05 06:00:00,44.28,37.8,44.28,43.72,29.25,,27.6,31.39
2015-01-05 07:00:00,50.38,50.38,50.38,49.94,38.48,,33.62,32.84
2015-01-05 08:00:00,53.79,50.97,53.79,51.98,41.83,,38.15,38.15
2015-01-05 09:00:00,52.03,41.51,52.03,53.0,44.9,,41.51,41.51
2015-01-05 10:00:00,50.6,40.46,50.6,52.71,44.32,,40.46,40.46
2015-01-05 11:00:00,50.5,42.0,50.5,52.35,45.0,,40.97,40.97
2015-01-05 12:00:00,48.45,40.72,48.45,52.02,45.07,,40.72,40.72
2015-01-05 13:00:00,44.54,41.92,44.54,50.4,46.62,,41.92,41.92
2015-01-05 14:00:00,42.0,42.0,42.0,50.55,48.3,,42.0,42.0
2015-01-05 15:00:00,43.1,43.1,43.1,49.46,48.8,,43.1,43.1
2015-01-05 16:00:00,46.7,46.7,46.7,50.79,49.23,46.7,46.7,46.7
2015-01-05 17:00:00,56.78,56.78,56.78,58.08,57.0,56.78,56.78,56.78
2015-01-05 18:00:00,58.84,58.84,58.84,64.63,60.01,58.84,58.84,58.84
2015-01-05 19:00:00,53.6,49.23,53.6,61.17,55.68,49.23,49.23,49.23
2015-01-05 20:00:00,46.9,44.32,46.9,54.19,51.0,44.32,44.32,44.32
2015-01-05 21:00:00,44.58,40.0,44.58,51.16,44.14,35.86,35.86,35.86
2015-01-05 22:00:00,48.7,41.78,48.7,50.64,37.37,32.56,32.56,32.56
2015-01-05 23:00:00,46.06,38.6,46.06,48.78,31.9,30.03,30.03,30.03
2015-01-06 00:00:00,45.56,36.9,45.56,43.4,30.66,,30.02,30.02
2015-01-06 01:00:00,40.28,35.04,40.28,39.86,30.45,,29.81,29.81
2015-01-06 02:00:00,39.2,34.5,39.2,38.04,28.0,,29.41,29.41
2015-01-06 03:00:00,36.22,33.47,36.22,33.14,27.4,,27.89,29.11
2015-01-06 04:00:00,34.04,33.97,34.04,30.21,28.25,,27.89,29.5
2015-01-06 05:00:00,38.58,36.02,38.58,35.88,28.89,,28.01,29.64
2015-01-06 06:00:00,43.32,39.96,43.32,41.41,33.75,,29.67,29.67
2015-01-06 07:00:00,50.0,42.66,50.0,50.67,42.3,,30.03,30.03
2015-01-06 08:00:00,49.53,44.94,49.53,50.26,45.0,,30.5,40.76
2015-01-06 09:00:00,50.87,50.87,50.87,49.79,43.2,,30.35,30.35
2015-01-06 10:00:00,50.86,50.86,50.86,48.34,40.7,34.01,30.53,30.53
2015-01-06 11:00:00,50.17,50.17,50.17,47.43,40.36,31.85,29.91,30.47
2015-01-06 12:00:00,47.97,47.97,47.97,46.26,37.57,34.71,29.62,30.06
2015-01-06 13:00:00,45.2,45.2,45.2,44.25,37.91,34.95,29.58,29.98
2015-01-06 14:00:00,41.45,41.45,41.45,43.79,37.63,34.8,29.57,29.99
2015-01-06 15:00:00,40.08,40.08,40.08,43.94,39.37,34.74,29.62,30.48
2015-01-06 16:00:00,43.62,43.62,43.62,47.01,42.67,37.97,29.99,30.83
2015-01-06 17:00:00,48.55,48.55,48.55,52.45,49.74,37.98,29.65,31.04
2015-01-06 18:00:00,52.32,45.71,52.32,54.26,46.9,39.22,29.58,30.52
2015-01-06 19:00:00,53.1,39.94,53.1,52.98,40.4,37.79,29.0,29.99
2015-01-06 20:00:00,48.78,44.94,48.78,49.96,36.15,36.01,28.45,29.61
2015-01-06 21:00:00,43.91,42.51,43.91,47.92,33.15,31.42,28.15,29.15
2015-01-06 22:00:00,44.58,44.0,44.58,48.94,29.86,29.87,28.08,28.11
2015-01-06 23:00:00,45.73,39.94,45.73,47.98,25.76,27.32,26.97,27.32
2015-01-07 00:00:00,40.0,36.11,40.0,43.5,27.57,25.3,26.35,26.35
2015-01-07 01:00:00,36.69,34.31,36.69,39.46,27.0,24.48,26.08,26.08
2015-01-07 02:00:00,37.45,32.55,37.45,37.08,25.8,23.57,26.03,26.03
2015-01-07 03:00:00,32.08,32.08,32.08,35.06,26.2,23.99,26.17,26.17
2015-01-07 04:00:00,29.48,29.48,29.48,33.69,26.5,24.35,26.1,26.74
2015-01-07 05:00:00,34.94,34.94,34.94,38.02,27.13,23.92,26.84,28.11
2015-01-07 06:00:00,41.74,35.78,41.74,47.98,33.3,30.27,30.07,30.27
2015-01-07 07:00:00,49.17,45.98,49.17,52.41,43.3,33.17,33.17,33.17
2015-01-07 08:00:00,54.44,47.91,54.44,53.9,49.3,37.94,34.1,34.1
2015-01-07 09:00:00,50.99,48.91,50.99,54.95,50.45,40.85,33.28,33.28
2015-01-07 10:00:00,50.0,50.0,50.0,54.22,49.06,40.85,34.08,34.08
2015-01-07 11:00:00,51.22,51.22,51.22,53.76,49.0,41.81,33.63,33.63
2015-01-07 12:00:00,50.15,50.15,50.15,51.98,48.21,41.24,32.76,33.11
2015-01-07 13:00:00,51.46,51.46,51.46,50.42,47.5,41.67,30.65,33.2
2015-01-07 14:00:00,50.88,50.88,50.88,48.95,46.4,41.68,30.31,33.61
2015-01-07 15:00:00,48.0,48.0,48.0,48.92,45.4,43.01,29.79,37.43
2015-01-07 16:00:00,47.14,47.14,47.14,49.79,48.44,46.3,30.72,40.71
2015-01-07 17:00:00,51.07,51.07,51.07,52.85,53.0,52.74,29.56,49.85
2015-01-07 18:00:00,52.46,47.42,52.46,55.86,50.0,47.95,28.84,38.06
2015-01-07 19:00:00,48.78,44.83,48.78,54.04,43.2,42.92,28.2,33.19
2015-01-07 20:00:00,47.45,39.1,47.45,50.3,36.0,40.89,27.75,31.12
2015-01-07 21:00:00,42.02,42.0,42.02,46.47,31.0,31.64,27.42,29.84
2015-01-07 22:00:00,45.57,37.92,45.57,47.86,26.2,31.3,26.7,28.72
2015-01-07 23:00:00,45.6,33.51,45.6,45.55,23.0,27.47,22.11,27.47
2015-01-08 00:00:00,43.88,33.11,43.88,44.19,21.6,26.51,21.92,26.51
2015-01-08 01:00:00,35.65,32.32,35.65,42.18,19.0,25.07,19.35,25.07
2015-01-08 02:00:00,35.87,31.1,35.87,41.09,14.19,24.57,16.11,24.57
2015-01-08 03:00:00,30.17,30.17,30.17,40.98,14.01,24.44,14.93,24.44
2015-01-08 04:00:00,24.54,24.54,24.54,39.18,15.23,24.54,15.0,24.54
2015-01-08 05:00:00,32.0,32.0,32.0,44.2,16.74,24.99,19.04,26.04
2015-01-08 06:00:00,40.96,38.81,40.96,47.02,24.1,31.16,26.17,28.19
2015-01-08 07:00:00,49.53,42.44,49.53,49.44,31.0,34.25,29.41,29.41
2015-01-08 08:00:00,48.07,45.55,48.07,49.99,33.4,35.58,28.1,29.66
2015-01-08 09:00:00,48.75,48.75,48.75,49.43,33.88,36.98,28.23,29.52
2015-01-08 10:00:00,49.29,49.29,49.29,48.76,34.35,37.14,28.35,29.57
2015-01-08 11:00:00,49.33,49.33,49.33,48.04,35.7,37.82,28.46,29.72
2015-01-08 12:00:00,48.43,48.43,48.43,48.09,35.1,38.23,28.46,29.72
2015-01-08 13:00:00,47.21,47.21,47.21,48.35,35.2,41.39,28.6,29.85
2015-01-08 14:00:00,43.47,51.4,51.4,48.41,35.5,38.67,28.45,30.22
2015-01-08 15:00:00,38.27,40.5,40.5,48.42,34.7,39.46,28.24,30.83
2015-01-08 16:00:00,41.07,41.1,41.1,48.47,35.7,43.92,28.43,31.69
2015-01-08 17:00:00,47.97,54.5,54.5,48.1,39.3,43.14,28.4,32.03
2015-01-08 18:00:00,51.25,51.25,51.25,47.42,36.71,41.53,27.98,31.05
2015-01-08 19:00:00,50.31,50.31,50.31,46.75,34.3,40.73,27.69,30.37
2015-01-08 20:00:00,47.97,47.97,47.97,46.69,27.69,36.73,27.46,29.44
2015-01-08 21:00:00,40.5,40.5,40.5,46.31,23.62,32.29,27.31,28.62
2015-01-08 22:00:00,43.8,43.8,43.8,46.91,20.0,28.68,26.71,27.4
2015-01-08 23:00:00,44.05,44.05,44.05,41.0,13.97,,15.93,25.91
2015-01-09 00:00:00,32.06,32.28,32.28,42.44,13.79,,11.55,25.89
2015-01-09 01:00:00,29.71,29.71,29.71,41.31,13.0,,13.47,25.37
2015-01-09 02:00:00,28.53,28.97,28.97,41.98,9.95,,11.23,25.17
2015-01-09 03:00:00,23.75,25.12,25.12,41.06,7.05,,16.0,25.12
2015-01-09 04:00:00,16.05,25.46,25.46,41.07,8.35,,16.26,25.46
2015-01-09 05:00:00,21.44,25.84,25.84,44.07,13.0,,19.94,26.88
2015-01-09 06:00:00,31.86,31.86,31.86,45.48,26.6,29.88,24.36,28.17
2015-01-09 07:00:00,44.0,44.0,44.0,46.98,31.4,31.58,29.24,29.24
2015-01-09 08:00:00,45.82,45.82,45.82,47.93,28.7,33.84,27.45,29.71
2015-01-09 09:00:00,45.59,47.16,47.16,47.28,29.0,34.93,27.38,29.11
2015-01-09 10:00:00,42.52,42.52,42.52,47.95,28.1,35.24,27.33,29.74
2015-01-09 11:00:00,41.57,43.0,43.0,47.95,28.0,38.1,27.23,30.46
2015-01-09 12:00:00,41.01,41.01,41.01,47.9,27.2,40.38,27.15,30.51
2015-01-09 13:00:00,39.24,40.0,40.0,46.98,26.4,41.78,27.08,29.95
2015-01-09 14:00:00,36.29,39.94,39.94,46.92,25.0,39.27,27.03,29.17
2015-01-09 15:00:00,29.47,39.96,39.96,46.95,25.61,40.39,27.02,29.47
2015-01-09 16:00:00,30.09,39.96,39.96,46.95,25.6,44.25,27.12,30.09
2015-01-09 17:00:00,35.43,52.44,52.44,45.96,30.4,44.14,27.15,30.99
2015-01-09 18:00:00,41.0,41.0,41.0,45.91,30.1,41.9,27.1,30.63
2015-01-09 19:00:00,38.95,38.95,38.95,44.94,27.5,41.75,27.02,29.91
2015-01-09 20:00:00,32.53,36.51,36.51,44.58,23.75,38.32,26.96,28.85
2015-01-09 21:00:00,26.69,34.6,34.6,44.95,21.01,29.96,26.69,28.32
2015-01-09 22:00:00,26.56,31.09,31.09,45.66,18.37,27.89,21.64,27.89
2015-01-09 23:00:00,25.26,29.46,29.46,43.28,12.0,,14.72,26.74
2015-01-10 00:00:00,19.04,25.88,25.88,37.06,14.1,,21.94,27.84
2015-01-10 01:00:00,15.96,25.78,25.78,35.08,9.1,,25.08,27.21
2015-01-10 02:00:00,13.7,25.5,25.5,32.04,5.1,,20.91,27.04
2015-01-10 03:00:00,11.01,25.34,25.34,32.0,6.0,,20.68,27.47
2015-01-10 04:00:00,9.08,25.24,25.24,29.86,7.0,,21.91,27.71
2015-01-10 05:00:00,9.28,21.6,21.6,32.0,3.0,,12.28,27.91
2015-01-10 06:00:00,11.76,20.83,11.76,30.99,6.0,,7.19,27.97
2015-01-10 07:00:00,15.84,29.39,29.39,37.08,4.6,33.94,9.31,28.43
2015-01-10 08:00:00,16.93,32.32,32.32,41.06,9.83,35.44,11.35,28.55
2015-01-10 09:00:00,18.11,39.64,39.64,41.47,15.0,36.18,15.87,28.56
2015-01-10 10:00:00,19.19,47.01,47.01,42.01,16.1,36.84,15.84,28.58
2015-01-10 11:00:00,19.25,51.05,51.05,42.75,16.9,36.18,14.83,28.42
2015-01-10 12:00:00,20.47,52.58,52.58,41.81,13.7,36.11,15.83,28.24
2015-01-10 13:00:00,18.21,48.61,48.61,37.06,10.0,36.1,14.85,27.96
2015-01-10 14:00:00,16.21,35.76,35.76,41.1,8.84,36.09,11.42,27.84
2015-01-10 15:00:00,11.34,36.17,36.17,43.71,10.0,36.09,11.34,27.86
2015-01-10 16:00:00,14.15,39.94,39.94,44.92,11.64,36.36,14.15,28.13
2015-01-10 17:00:00,18.64,47.04,47.04,45.83,17.86,36.09,17.09,28.36
2015-01-10 18:00:00,24.45,59.94,59.94,44.96,16.0,36.09,18.87,28.1
2015-01-10 19:00:00,27.75,42.0,42.0,42.05,13.06,36.1,13.44,27.71
2015-01-10 20:00:00,24.56,35.42,35.42,41.42,11.0,36.11,15.82,27.86
2015-01-10 21:00:00,18.75,35.0,35.0,41.4,9.1,29.64,11.51,27.64
2015-01-10 22:00:00,25.81,34.96,34.96,41.45,8.8,26.46,11.81,26.46
2015-01-10 23:00:00,27.67,32.91,32.91,32.07,1.5,25.54,5.08,25.54
2015-01-11 00:00:00,26.95,26.95,26.95,37.63,-6.56,,0.05,24.97
2015-01-11 01:00:00,24.22,24.22,24.22,29.37,-7.69,,-2.06,24.22
2015-01-11 02:00:00,27.08,27.08,27.08,25.09,-5.0,,-4.11,24.03
2015-01-11 03:00:00,20.91,23.44,23.44,12.08,-10.0,,-5.06,23.44
2015-01-11 04:00:00,13.09,23.56,23.56,11.02,-10.0,,-4.12,23.56
2015-01-11 05:00:00,16.41,23.91,23.91,11.09,-5.0,,-0.74,23.91
2015-01-11 06:00:00,18.72,23.9,23.9,21.09,-10.0,,-0.09,23.9
2015-01-11 07:00:00,17.21,24.32,17.21,15.5,-7.79,,0.05,24.71
2015-01-11 08:00:00,21.2,25.08,25.08,18.39,-7.5,,0.11,25.18
2015-01-11 09:00:00,25.96,25.96,25.96,28.65,4.41,,4.05,25.95
2015-01-11 10:00:00,28.83,28.83,28.83,33.88,14.49,27.11,5.61,27.11
2015-01-11 11:00:00,30.73,32.43,32.43,33.93,15.9,27.84,9.91,27.84
2015-01-11 12:00:00,31.8,31.8,31.8,36.59,11.0,27.65,8.71,27.65
2015-01-11 13:00:00,30.37,31.0,31.0,20.63,5.0,27.68,0.11,27.68
2015-01-11 14:00:00,23.39,31.0,31.0,29.58,4.0,27.65,0.11,27.65
2015-01-11 15:00:00,12.7,31.0,31.0,34.93,6.25,27.8,0.15,27.8
2015-01-11 16:00:00,18.49,30.0,30.0,43.0,14.0,32.15,6.73,28.6
2015-01-11 17:00:00,25.81,45.0,45.0,45.02,20.82,32.76,13.72,28.97
2015-01-11 18:00:00,35.48,50.0,50.0,45.1,21.0,32.18,12.44,29.1
2015-01-11 19:00:00,42.0,42.0,42.0,44.33,21.0,33.83,14.88,28.9
2015-01-11 20:00:00,36.08,36.08,36.08,42.93,16.0,30.34,9.63,28.57
2015-01-11 21:00:00,31.8,34.06,34.06,43.04,7.9,28.16,9.29,28.16
2015-01-11 22:00:00,33.0,33.0,33.0,41.98,9.5,,10.18,27.98
2015-01-11 23:00:00,32.19,32.19,32.19,38.7,0.5,,0.12,27.64
2015-01-12 00:00:00,27.59,27.59,27.59,28.08,1.65,,9.3,28.47
2015-01-12 01:00:00,26.81,26.81,26.81,25.06,1.0,,2.87,28.1
2015-01-12 02:00:00,25.75,25.75,25.75,19.66,0.01,,0.09,27.95
2015-01-12 03:00:00,17.86,25.77,25.77,14.67,0.0,,0.1,28.07
2015-01-12 04:00:00,15.16,19.91,19.91,23.45,1.2,,0.07,28.48
2015-01-12 05:00:00,19.84,19.84,19.84,36.37,9.5,,0.11,27.83
2015-01-12 06:00:00,33.98,33.98,33.98,45.86,23.0,33.46,10.05,29.53
2015-01-12 07:00:00,45.51,45.51,45.51,47.95,38.0,34.59,17.03,34.59
2015-01-12 08:00:00,48.06,45.54,48.06,47.72,34.0,37.69,17.92,34.63
2015-01-12 09:00:00,46.2,46.2,46.2,47.17,32.5,41.11,17.66,34.03
2015-01-12 10:00:00,45.0,45.0,45.0,46.34,32.2,41.11,17.66,30.84
2015-01-12 11:00:00,45.38,45.38,45.38,46.82,32.8,41.29,17.41,30.07
2015-01-12 12:00:00,42.49,42.49,42.49,45.18,31.6,41.31,15.43,29.33
2015-01-12 13:00:00,41.53,41.53,41.53,43.92,31.2,41.49,14.59,29.39
2015-01-12 14:00:00,36.31,39.0,39.0,44.86,31.11,41.13,6.63,28.98
2015-01-12 15:00:00,32.37,39.0,39.0,45.0,32.0,41.14,0.15,29.49
2015-01-12 16:00:00,33.53,39.94,39.94,45.8,32.0,46.8,15.63,29.7
2015-01-12 17:00:00,41.31,48.0,48.0,43.32,36.9,46.81,18.34,30.25
2015-01-12 18:00:00,47.89,47.89,47.89,46.95,35.83,42.4,17.86,29.97
2015-01-12 19:00:00,48.42,47.44,48.42,46.42,34.4,42.34,16.78,28.93
2015-01-12 20:00:00,41.89,41.89,41.89,42.68,31.4,41.2,15.68,28.26
2015-01-12 21:00:00,35.24,37.88,37.88,43.97,27.3,32.7,13.91,27.8
2015-01-12 22:00:00,37.44,37.44,37.44,45.27,23.95,31.04,14.91,27.63
2015-01-12 23:00:00,35.0,35.0,35.0,41.93,14.0,26.4,9.1,9.1
2015-01-13 00:00:00,33.04,33.04,33.04,40.88,14.92,,9.27,9.27
2015-01-13 01:00:00,26.56,26.56,26.56,37.99,13.29,,10.42,10.42
2015-01-13 02:00:00,26.29,26.29,26.29,37.02,12.06,,11.16,11.16
2015-01-13 03:00:00,17.44,25.04,25.04,36.57,11.24,,15.9,28.02
2015-01-13 04:00:00,11.26,24.99,24.99,36.54,12.11,,17.81,28.95
2015-01-13 05:00:00,22.29,25.39,25.39,41.0,15.35,,19.92,29.88
2015-01-13 06:00:00,33.78,33.78,33.78,43.92,25.48,31.84,21.05,31.84
2015-01-13 07:00:00,44.94,44.94,44.94,47.97,38.37,35.04,32.37,35.04
2015-01-13 08:00:00,49.04,49.04,49.04,48.6,36.97,35.65,32.28,35.65
2015-01-13 09:00:00,49.64,49.64,49.64,48.05,33.0,35.51,28.47,34.95
2015-01-13 10:00:00,48.1,55.95,55.95,46.92,28.95,35.51,26.07,34.87
2015-01-13 11:00:00,46.95,60.01,60.01,46.91,28.6,35.48,25.22,34.5
2015-01-13 12:00:00,46.04,46.04,46.04,46.23,29.0,35.74,25.25,33.87
2015-01-13 13:00:00,43.38,49.74,49.74,46.94,29.3,36.0,24.91,33.82
2015-01-13 14:00:00,36.48,44.89,44.89,46.9,30.41,35.43,25.62,34.3
2015-01-13 15:00:00,33.05,47.93,47.93,46.07,32.47,35.5,28.91,34.76
2015-01-13 16:00:00,34.13,46.98,46.98,46.63,35.21,39.91,26.98,36.61
2015-01-13 17:00:00,43.03,54.94,54.94,45.98,41.9,42.16,27.12,42.16
2015-01-13 18:00:00,49.22,49.22,49.22,47.98,41.6,41.99,26.98,41.99
2015-01-13 19:00:00,46.38,44.6,46.38,47.01,37.86,38.63,26.87,37.75
2015-01-13 20:00:00,42.44,42.44,42.44,42.98,33.6,34.99,26.68,31.57
2015-01-13 21:00:00,33.36,34.06,34.06,43.3,30.08,30.86,26.42,30.77
2015-01-13 22:00:00,33.97,33.97,33.97,44.3,27.49,29.86,27.02,29.86
2015-01-13 23:00:00,31.39,31.39,31.39,37.92,22.84,,18.36,28.64
2015-01-14 00:00:00,34.58,34.58,34.58,42.01,19.4,,16.06,16.06
2015-01-14 01:00:00,29.67,29.67,29.67,40.04,18.4,,15.02,15.02
2015-01-14 02:00:00,27.49,27.49,27.49,39.15,16.4,,11.99,11.99
2015-01-14 03:00:00,21.3,26.13,26.13,39.58,14.9,,13.68,13.68
2015-01-14 04:00:00,15.59,25.98,25.98,39.57,15.3,,13.91,13.91
2015-01-14 05:00:00,18.9,28.45,28.45,42.0,19.53,,16.26,16.26
2015-01-14 06:00:00,34.78,34.78,34.78,44.62,28.07,31.35,27.32,28.08
2015-01-14 07:00:00,48.0,48.0,48.0,46.93,38.9,34.98,30.86,30.86
2015-01-14 08:00:00,47.79,47.79,47.79,49.97,39.7,35.95,28.92,32.52
2015-01-14 09:00:00,48.14,48.14,48.14,49.94,34.3,36.02,28.76,31.63
2015-01-14 10:00:00,45.5,45.5,45.5,49.64,32.0,36.02,29.0,30.49
2015-01-14 11:00:00,45.03,45.03,45.03,49.49,31.46,36.31,28.51,30.32
2015-01-14 12:00:00,45.5,45.5,45.5,47.12,31.35,36.54,27.59,29.7
2015-01-14 13:00:00,40.81,40.81,40.81,46.91,31.5,38.05,27.73,29.58
2015-01-14 14:00:00,42.04,42.04,42.04,47.11,31.99,37.54,27.85,30.37
2015-01-14 15:00:00,38.94,38.94,38.94,46.96,35.7,38.26,28.85,32.28
2015-01-14 16:00:00,41.15,41.15,41.15,46.98,38.4,41.68,30.79,33.89
2015-01-14 17:00:00,48.93,50.0,50.0,48.45,45.5,44.09,31.87,35.93
2015-01-14 18:00:00,50.99,50.99,50.99,49.99,45.02,42.57,29.99,34.72
2015-01-14 19:00:00,50.94,44.0,50.94,48.56,39.3,41.62,28.55,32.79
2015-01-14 20:00:00,44.99,44.99,44.99,44.95,36.0,38.48,28.53,29.75
2015-01-14 21:00:00,38.62,38.62,38.62,44.68,31.5,34.61,27.96,29.31
2015-01-14 22:00:00,39.54,39.54,39.54,45.09,30.5,31.65,23.73,23.73
2015-01-14 23:00:00,38.92,38.92,38.92,41.95,23.7,27.4,16.29,16.29
2015-01-15 00:00:00,30.44,30.44,30.44,35.1,21.92,,24.36,24.36
2015-01-15 01:00:00,24.91,24.91,24.91,35.1,21.32,,21.59,21.59
2015-01-15 02:00:00,22.67,25.49,25.49,35.03,17.53,,15.46,15.46
