target_day,exog_2_D0_h17,exog_2_D0_h16,price_D-1_h18,exog_2_D0_h18,price_D-7_h18,exog_1_D0_h19,exog_1_D0_h20,exog_2_D0_h15,exog_2_D0_h19,price_D-7_h17,price_D-1_h17,exog_1_D0_h18,price_D-1_h19,exog_1_D0_h07,exog_2_D0_h21,exog_1_D0_h06,exog_2_D0_h20,price_D-2_h18,price_D-7_h16,exog_2_D0_h22
2016-01-04,-0.30160526843842156,-1.0181196279336506,-1.2871431022911517,-0.7089996081380164,-0.3983231316739522,-0.00988514414547198,-0.3691383493625435,-0.38307778380834945,-0.7071176044785618,0.43261708446441777,-0.43754457146555953,0.14829650473700015,-0.4435993858765242,0.2403761738250415,-0.2282085517157523,0.09787008717237174,-0.4810979053859923,-0.49400752571725737,0.11504293316289824,-0.09530413214635138
2016-01-05,-0.8637451617457852,-0.6786803627044492,-0.6601690517528391,-1.053147395495641,0.20057988413852856,0.8325654485813918,0.6409064953870321,-0.36847547214669,-0.4910471282583276,0.5673891833850968,0.2532413219915887,0.2055992768662783,0.08575044455906729,0.19251831789129348,-0.2729187201386076,0.16046533629715626,-0.43064069755862755,-0.48669332402266224,0.1122082029918704,-0.10050463266040933
2016-01-06,1.3359675771724044,2.1507922976900997,-0.7832553714864732,0.04053731651986991,-1.0151154755317884,1.2579438297828194,0.877966959376338,0.8747910717746713,0.003951572963566442,-0.3085033312927323,0.24830435643440316,0.3113898487396112,0.005831736431964099,0.18340642268172277,-0.0693150183332117,0.17139424595531472,-0.022559869202185813,0.08128986305379661,0.03603466406232262,0.036448233172221456
2016-01-07,-3.5892849634712927,-1.5992328509065692,-0.22467309384848358,-2.3257493694914766,-0.537466744921095,0.6209267963135813,0.4793624726490168,-0.41100055285670484,-1.260490982531263,0.052564728752244744,0.3666928921211297,0.2405293226626853,-0.011113465762190914,0.24831548354403274,-0.6039526352206026,0.12660038865521497,-0.4367567217110594,0.1276758881041797,0.07556543838805532,-0.4225915218579284
2016-01-08,-2.344489936996819,-0.9972714544429964,-0.6894964250619938,-1.7431811767218077,-0.5937951820748554,-0.048180637617130255,0.6582381016192971,-0.3915785358706398,-1.038406367537777,-0.17995288654346794,0.33054436079053334,0.050492629893434386,-0.30108296760919745,0.2554058549662574,-0.2771372235181598,0.10601190967312092,-0.34818089883073994,0.24862546450148695,0.02237051608415568,-0.08813170258039797
2016-01-09,0.3797181558988177,1.596922524790584,-0.17286248187636982,-0.2999694129179487,-0.9893135836789554,-0.3441685360000547,-0.7549821951789327,0.7084834470381113,-0.13998935761213405,-0.7350670754713934,0.4215653686941235,0.14228261068127332,-0.13639003232496685,-0.06358810740966642,-0.1845645287569033,-0.49826601659443115,-0.015528259418500067,-0.04650666528222421,-0.22318804050535465,-0.08012083444594466
2016-01-10,0.04754923863079388,-0.48153022897697456,-1.1559568785472036,-0.3151102483442433,-0.976595131670644,-0.4694099607317209,-0.7682120184069358,-0.3137419064896312,-0.04899551136780451,-0.9410600445756262,0.039074291893463835,0.1500701814867168,-0.45799878982092024,-0.870373309505604,-0.2041234850001689,-0.5159019603434547,-0.13592331929520596,0.19086334139385955,-0.20132823074952272,0.012072327061343084
2016-01-11,1.2913214108834057,2.3121381810610973,-1.2265051290321503,-0.27872292403275833,-0.9304769044057091,1.4016812984770688,0.979584660393746,0.9228723189078273,-0.043987707969074266,-0.045464444810177994,-0.3674536996715005,0.3518421443980616,-0.2724755811687592,0.16562469027796461,-0.0882613668195712,0.26673839217358297,0.016295032180842536,-0.12466640472606406,0.1011299326284804,0.042559362089693305
2016-01-12,0.22545925889511487,-0.07051525078739691,-0.7794281767579578,-0.3728201649487563,-0.9061216582132217,1.5579739868849898,0.8779501734766809,0.7352444038643138,-0.20737072559554912,0.24580832577930128,0.3012329579904213,0.36389020925977905,-0.11184101451933845,0.19222632024661596,-0.20600666039199933,0.23638060841457537,-0.2931784874788645,-0.1757035309424682,0.07579935505478252,-0.06179168275995422
2016-01-13,0.4675907654464355,-0.4980627279222525,-1.0435547356843662,-0.291913188024568,0.03435661362193964,1.4274019464031673,0.8951194663289601,0.07267009758496754,0.07872409057934758,0.288778857925872,0.2301462525815449,0.3255364152556452,-0.3839165385082134,0.2344273276139945,-0.08875439188766418,0.25286938073402954,0.007535294389398607,0.06325799993812839,0.0703958869963593,0.09447095096032761
